Facility Name,Location Address,Location Address2,City,State,Zip Code,County,Region,Phone Number,Owner Name,Owner Type,Activity Desc,Activity Number,Active,East Coordinate,North Coordinate,Accuracy Code,Waste Types,Regulatory Status,Authorization Number,Authorization Issue Date,Expiration Date,Location
Hurds Farm Compost,205 Hurds Road,,Clintondale,NY,12515,Ulster,3,8456566070,Hurds Orcahrds LLC,,Composting - source separated organic waste - registration,[56C03],Yes,578486,4617059,,,Registration,?56C03,,,"{'human_address': '{""address"":""205 Hurds Road"",""city"":""Clintondale"",""state"":""NY"",""zip"":""12515""}', 'latitude': '41.705997', 'longitude': '-74.066751', 'needs_recoding': False}"
NYCDEP Mortality Compost,Gate S-1 Stone Church Rd.,,Marbletown,NY,12484,Ulster,3,8453407767,NYC Deparment of Environmental Protection,,Composting - source separated organic waste - registration,[56C01],Yes,570530,4632895,,,Registration,?56C01,2011-07-27T00:00:00,,
Twin Star Orchards Organic Waste Composting,155 North Ohioville Rd,,New Paltz,NY,12561,Ulster,3,8456338657,Peter Yi,,Composting - source separated organic waste - registration,[56C06],Yes,579035,4623239,,,Registration,?,,,"{'human_address': '{""address"":""155 North Ohioville Rd"",""city"":""New Paltz"",""state"":""NY"",""zip"":""12561""}', 'latitude': '41.757172', 'longitude': '-74.049231', 'needs_recoding': False}"
Bethlehem (T) Food Scraps Composting,74 Elm Avenue East,,Selkirk,NY,12158,Albany,4,,Town of Bethlehem,Municipal,Composting - source separated organic waste - registration,[01C06],Yes,597469,4714412,4.1 - Address Matching,Source Separated Organic Waste (SSOW),Registration,?01C06,2017-03-02T00:00:00,,"{'human_address': '{""address"":""74 Elm Avenue East"",""city"":""Selkirk"",""state"":""NY"",""zip"":""12158""}', 'latitude': '42.576877', 'longitude': '-73.810978', 'needs_recoding': False}"
Watervliet SSOW Composting,113 13th St.,,Watervliet,NY,12189,Albany,4,5182705093,City of Watervliet,,Composting - source separated organic waste - registration,[01C11],Yes,606624,4731856,4.1 - Address Matching,,Registration,?01C11,,,"{'human_address': '{""address"":""113 13th St."",""city"":""Watervliet"",""state"":""NY"",""zip"":""12189""}', 'latitude': '42.723271', 'longitude': '-73.702821', 'needs_recoding': False}"
Almstead Nursery,905 NYS Rt. 66,,Ghent,NY,12534,Columbia,4,5182211408,Richard Almstead,,Composting - source separated organic waste - registration,[11C11],Yes,600672,4677867,,,Registration,?,,,
Gro Max,111 Swiss Farms Road,,Hudson,NY,12534,Columbia,4,5186720168,Clifford Weigelt,,Composting - source separated organic waste - registration,[11C01],Yes,609927,4676475,1 - No accuracy stated,,Registration,?11C01,,,"{'human_address': '{""address"":""111 Swiss Farms Road"",""city"":""Hudson"",""state"":""NY"",""zip"":""12534""}', 'latitude': '42.232051', 'longitude': '-73.668859', 'needs_recoding': False}"
Mohican Farm/Clark Foundation,7195 St. Hwy. 80,,Cooperstown,NY,13326,Otsego,4,6074376826,Clark Foundation,Private,Composting - source separated organic waste - registration,[39C07],Yes,507957,4738992,4.2 - Utilization of GIS and existing spatial data,,Registration,?,,,"{'human_address': '{""address"":""7195 St. Hwy. 80"",""city"":""Cooperstown"",""state"":""NY"",""zip"":""13326""}', 'latitude': '42.803449', 'longitude': '-74.902362', 'needs_recoding': False}"
Seward Sand and Gravel Composting,532 County Highway 58,,Oneonta,NY,13820,Otsego,4,6074321653,Seward Sand and Gravel; Inc.,,Composting - source separated organic waste - registration,[39C05],Yes,501605,4702828,,Non-recognizable Food Processing Waste,Registration,?,,,"{'human_address': '{""address"":""532 County Highway 58"",""city"":""Oneonta"",""state"":""NY"",""zip"":""13820""}', 'latitude': '42.471175', 'longitude': '-74.982623', 'needs_recoding': False}"
D&D Meats Composting Facility,148 Olena Rd.,,West Chazy,NY,12992,Clinton,5,5184932300,Adrien Dutil,,Composting - source separated organic waste - registration,[10C03],Yes,616856,4971959,4 - GIS Assisted,Food Scraps,Registration,?10C03,2071-07-26T00:00:00,,"{'human_address': '{""address"":""148 Olena Rd."",""city"":""West Chazy"",""state"":""NY"",""zip"":""12992""}', 'latitude': '44.887413', 'longitude': '-73.525944', 'needs_recoding': False}"
Pleasant Valley Compost,37 Pleasant Valley Rd,,Argyle,NY,12809,Washington,5,5186388074,Bruce White,Private,Composting - source separated organic waste - registration,[58C06],Yes,620345,4785368,1 - No accuracy stated,Food Scraps,Registration,?58C06,2012-03-12T00:00:00,,"{'human_address': '{""address"":""37 Pleasant Valley Rd"",""city"":""Argyle"",""state"":""NY"",""zip"":""12809""}', 'latitude': '43.210491', 'longitude': '-73.512277', 'needs_recoding': False}"
Ed Crane Farm,7065 College Hill Road,,Clinton,NY,13323,Oneida,6,3157941860,Ed Crane,Private,Composting - source separated organic waste - registration,[33C05],Yes,465292,4766880,4.3 - Utilization of Digital Orthophoto Quads,Food Scraps;Wood (Chips);Manure;Yard Waste,Registration,?33C05,2010-08-05T00:00:00,,"{'human_address': '{""address"":""7065 College Hill Road"",""city"":""Clinton"",""state"":""NY"",""zip"":""13323""}', 'latitude': '43.053717', 'longitude': '-75.426879', 'needs_recoding': False}"
Mohawk Valley Materials Inc.,6805 Martin Street,,Rome,NY,13440,Oneida,6,3152716216,Joseph Rutkowski,Private,Composting - source separated organic waste - registration,[33C07],Yes,464057,4782984,,,Registration,?33C06,2015-08-14T00:00:00,,"{'human_address': '{""address"":""6805 Martin Street"",""city"":""Rome"",""state"":""NY"",""zip"":""13440""}', 'latitude': '43.195455', 'longitude': '-75.439114', 'needs_recoding': False}"
High Acres Food Waste Composting,425 Perinton Parkway,,Fairport,NY,14450,Monroe,8,5852236132,Waste Management of New York LLC,Private,Composting - source separated organic waste - registration,[28C07],Yes,306459,4772823,1 - No accuracy stated,Non-recognizable Food Processing Waste;Food Scraps,Registration,?28C07,,,"{'human_address': '{""address"":""425 Perinton Parkway"",""city"":""Fairport"",""state"":""NY"",""zip"":""14450""}', 'latitude': '43.088575', 'longitude': '-77.380984', 'needs_recoding': False}"
Lorric Development Corp of NY,68 Pine Hill Road,,Spencerport,NY,14559,Monroe,8,5853032000,Lorrie Jackson,,Composting - source separated organic waste - registration,[28C05],Yes,270129,4787976,,Non-recognizable Food Processing Waste;Yard Waste,Registration,?28C05,2008-01-04T00:00:00,,"{'human_address': '{""address"":""68 Pine Hill Road"",""city"":""Spencerport"",""state"":""NY"",""zip"":""14559""}', 'latitude': '43.209509', 'longitude': '-77.830117', 'needs_recoding': False}"
Vermi-Green,3815 State Rt. 96,,Shortsville,NY,14548,Ontario,8,5853299410,James Heberle,,Composting - source separated organic waste - registration,[35C04],Yes,317337,4764115,1 - No accuracy stated,,Registration,?35C04,,,"{'human_address': '{""address"":""3815 State Rt. 96"",""city"":""Shortsville"",""state"":""NY"",""zip"":""14548""}', 'latitude': '42.972824', 'longitude': '-77.210236', 'needs_recoding': False}"
Vermi-Green LLC (Formerly Empire Recycling RJH Inc),744 Yellowmills Road,,Palmyra,NY,14522,Ontario,8,5852897267,Ryan Heberle,Private,Composting - source separated organic waste - registration,[35C05],Yes,316140,4767477,1 - No accuracy stated,Yard Waste,Registration,?35C05,,,"{'human_address': '{""address"":""744 Yellowmills Road"",""city"":""Palmyra"",""state"":""NY"",""zip"":""14522""}', 'latitude': '43.003066', 'longitude': '-77.25686', 'needs_recoding': False}"
Half Hollow Nursery Inc.   (2120 Main Rd.),2120 Main Road,,Laurel,NY,11948,Suffolk,1,,Sarah Rasweiler,Private,Composting - yard waste  - registration,[52Y59R],Yes,705240,4538173,1 - No accuracy stated,Yard Waste,Registration,?52Y59R,2006-01-17T00:00:00,,"{'human_address': '{""address"":""2120 Main Road"",""city"":""Laurel"",""state"":""NY"",""zip"":""11948""}', 'latitude': '40.969013', 'longitude': '-72.561001', 'needs_recoding': False}"
Farmer Pirates Cooperative Inc,0 Gittere St.,,Buffalo,NY,14211,Erie,9,7162189639,,,Composting - source separated organic waste - registration,[15C12],Yes,187621,4756721,4.2 - Utilization of GIS and existing spatial data,Food Scraps;Source Separated Organic Waste (SSOW),Registration,?15C12,2013-03-27T00:00:00,,
Good Earth Organics Corp,5960 Broadway,,Lancaster,NY,14086,Erie,9,7166848111,Guenter H. Burkhardt,Private,Composting - source separated organic waste - registration,[15C01],Yes,203596,4755681,4.2 - Utilization of GIS and existing spatial data,,Registration,?15C01,,,"{'human_address': '{""address"":""5960 Broadway"",""city"":""Lancaster"",""state"":""NY"",""zip"":""14086""}', 'latitude': '42.89528', 'longitude': '-78.633321', 'needs_recoding': False}"
Lardon Construction - Blasdell,202 Lake Avenue,,Blasdell,NY,14219,Erie,9,7168224642,Jonathan G. Palmer,Private,Composting - source separated organic waste - registration,[15C09],Yes,186433,4745461,4.2 - Utilization of GIS and existing spatial data,,Registration,?15C09,2008-10-16T00:00:00,,"{'human_address': '{""address"":""202 Lake Avenue"",""city"":""Blasdell"",""state"":""NY"",""zip"":""14219""}', 'latitude': '42.797713', 'longitude': '-78.834708', 'needs_recoding': False}"
Modern Landfill,1445 Pletcher Road,,Youngstown,NY,14107,Niagara,9,7167548226,Modern Corporation,Private,Composting - source separated organic waste - registration,[32C02],Yes,176826,4792068,4.2 - Utilization of GIS and existing spatial data,,Registration,?32C03,2011-10-06T00:00:00,,"{'human_address': '{""address"":""1445 Pletcher Road"",""city"":""Youngstown"",""state"":""NY"",""zip"":""14107""}', 'latitude': '43.211376', 'longitude': '-78.979848', 'needs_recoding': False}"
Community Compost/Arrowhead Farm,5941 Route 209,,Kerhonkson,NY,12446,Ulster,3,6032092000,Arrowhead Farm Agricultural Center,Private,Composting - SSO - registration,[56P20001],Yes,560082,4626047,,Food Scraps,Registration,?56P20001,2018-07-24T00:00:00,2022-07-24T00:00:00,"{'human_address': '{""address"":""5941 Route 209"",""city"":""Kerhonkson"",""state"":""NY"",""zip"":""12446""}', 'latitude': '41.785827', 'longitude': '-74.276659', 'needs_recoding': False}"
New Paltz Food Waste Compost,3 Clearwater Road,,New Paltz,NY,12561,Ulster,3,8452558456,Town of New Paltz,,Composting - SSO - registration,[56P20002],Yes,577437,4627022,,Food Scraps;Yard Waste,Registration,?56P20002,2018-11-14T00:00:00,2022-11-14T00:00:00,"{'human_address': '{""address"":""3 Clearwater Road"",""city"":""New Paltz"",""state"":""NY"",""zip"":""12561""}', 'latitude': '41.791299', 'longitude': '-74.068361', 'needs_recoding': False}"
Oneida Herkimer Organics Composting Project,80 Leland Ave. Ext.,,Utica,NY,13502,Oneida,6,3157380417,Oneida Herkimer Solid Waste Authority,,Composting - SSO - registration,[33P20002],Yes,484432,4772023,4.2 - Utilization of GIS and existing spatial data,Source Separated Organic Waste (SSOW),Registration,?33P20002,2018-09-13T00:00:00,2023-09-12T00:00:00,
OCRRA - Jamesville,4370  State Route 91,,Jamesville,NY,13078,Onondaga,7,3154532866,OCRRA,,Composting - SSO - registration,[34P20047],Yes,413060,4759540,4.3 - Utilization of Digital Orthophoto Quads,Yard Waste;Food Scraps;Non-recognizable Food Processing Waste,Registration,?34P20047,2018-05-10T00:00:00,2023-05-10T00:00:00,
Raimondo Brothers; Inc.,5866 Minoa Road,,Kirkville,NY,13082,Onondaga,7,3156373872,Gary Raimondo,Private,Composting - SSO - registration,[34P20052],Yes,418610,4767569,4.1 - Address Matching,Non-recognizable Food Processing Waste,Registration,?34P20052,2018-05-15T00:00:00,2023-05-15T00:00:00,"{'human_address': '{""address"":""5866 Minoa Road"",""city"":""Kirkville"",""state"":""NY"",""zip"":""13082""}', 'latitude': '43.055738', 'longitude': '-75.999773', 'needs_recoding': False}"
TGS Organic Reclamation,5730 State Route 434,,Apalachin,NY,13732,Tioga,7,6077606545,Robert Taylor,,Composting - SSO - registration,[54P20012],Yes,403254,4659988,4.1 - Address Matching,Yard Waste;Food Scraps,Registration,?54P20012,2018-05-15T00:00:00,2023-05-15T00:00:00,"{'human_address': '{""address"":""5730 State Route 434"",""city"":""Apalachin"",""state"":""NY"",""zip"":""13732""}', 'latitude': '42.085169', 'longitude': '-76.165136', 'needs_recoding': False}"
The Van Lare Compost Facility,1574 Lake Shore Blvd.,,Rochester,NY,14580,Monroe,8,,Monroe County Dept. of Environmental Services,County,Composting - SSO - registration,[28P20001],Yes,290976,4790557,4 - GIS Assisted,Food Scraps,Registration,?28P20001,2017-11-15T00:00:00,2022-11-14T00:00:00,"{'human_address': '{""address"":""1574 Lake Shore Blvd."",""city"":""Rochester"",""state"":""NY"",""zip"":""14580""}', 'latitude': '43.239997', 'longitude': '-77.57094', 'needs_recoding': False}"
Northeastern Cattle Ranches LLC,5184 VanCruyningham  Rd,,Marion,NY,14505,Wayne,8,5853297954,APFL Holding Corporation,Private,Composting - SSO - registration,[59P20001],Yes,321000,4784213,4 - GIS Assisted,Source Separated Organic Waste (SSOW),Registration,?59P20001,2018-10-24T00:00:00,2023-10-23T00:00:00,
FLX Scraps to Gardens,4420 Preemption Road,,Rock Stream,NY,14878,Yates,8,3153350424,Heather Gilbert,Private,Composting - SSO - registration,[62P20001],Yes,336754,4701379,4 - GIS Assisted,Source Separated Organic Waste (SSOW),,?62P20001,2018-11-14T00:00:00,2023-11-13T00:00:00,"{'human_address': '{""address"":""4420 Preemption Road"",""city"":""Rock Stream"",""state"":""NY"",""zip"":""14878""}', 'latitude': '42.447583', 'longitude': '-76.98721', 'needs_recoding': False}"
Buffalo River Compost,47 Ensign Street,,Buffalo,NY,14210,Erie,9,,Buffalo River Compost LLC,Private,Composting - SSO - registration,[15P20021],Yes,184100,4752670,4 - GIS Assisted,Source Separated Organic Waste (SSOW),Registration,?15P20021,2018-12-17T00:00:00,2023-12-16T00:00:00,"{'human_address': '{""address"":""47 Ensign Street"",""city"":""Buffalo"",""state"":""NY"",""zip"":""14210""}', 'latitude': '42.859666', 'longitude': '-78.857568', 'needs_recoding': False}"
Ecoverde Organics LLC,1717 Blakeley Rd,,East Aurora,NY,14052,Erie,9,7169126584,Warren Emblidge; Jr,Private,Composting - SSO - registration,[15P20026],Yes,203485,4736252,4 - GIS Assisted,,Registration,?,,,"{'human_address': '{""address"":""1717 Blakeley Rd"",""city"":""East Aurora"",""state"":""NY"",""zip"":""14052""}', 'latitude': '42.726331', 'longitude': '-78.613223', 'needs_recoding': False}"
PUSH Buffalo,660 Ohio St,,Buffalo,NY,14203,Erie,9,7165784077,710 Ohio Street LLC,Private,Composting - SSO - registration,[15P20009],Yes,184073,4752374,4 - GIS Assisted,Food Scraps,Registration,?15P20009,2018-11-02T00:00:00,2023-11-02T00:00:00,"{'human_address': '{""address"":""660 Ohio St"",""city"":""Buffalo"",""state"":""NY"",""zip"":""14203""}', 'latitude': '42.857806', 'longitude': '-78.866696', 'needs_recoding': False}"
Briermere Farms,4414 Sound Ave,,Riverhead,NY,11901,Suffolk,1,6317223931,McCombe Holdings LLC,Private,Composting - yard trimmings - registration,[52P10227],Yes,696379,4538081,4.3 - Utilization of Digital Orthophoto Quads,Yard Waste;Food Scraps,Registration,?52P10227,2018-07-25T00:00:00,2021-07-24T00:00:00,"{'human_address': '{""address"":""4414 Sound Ave"",""city"":""Riverhead"",""state"":""NY"",""zip"":""11901""}', 'latitude': '40.967104', 'longitude': '-72.658125', 'needs_recoding': False}"
Brookhaven Waste Management Facility,350 Horseblock Road,,Yaphank,NY,11719,Suffolk,1,6312868551,Town of Brookhaven,Municipal,Composting - yard trimmings - registration,[52P10226],Yes,675100,4518600,4.2 - Utilization of GIS and existing spatial data,Yard Waste,Registration,?52P10226,2018-08-01T00:00:00,2023-07-31T00:00:00,
Duffy Layton Contracting,12 Hunns Lake Road,,Stanfordville,NY,12581,Dutchess,3,8458687427,Myron Layton,Private,Composting - yard trimmings - registration,[14P101],Yes,607959,4636371,,Yard Waste,Registration,?14P101,2018-06-14T00:00:00,2022-06-14T00:00:00,"{'human_address': '{""address"":""12 Hunns Lake Road"",""city"":""Stanfordville"",""state"":""NY"",""zip"":""12581""}', 'latitude': '41.871966', 'longitude': '-73.699228', 'needs_recoding': False}"
Rock Terrace LLC,210&230 Route 22,,Brewster,NY,10509,Putnam,3,9142323275,Lawton Adams,,Composting - yard trimmings - registration,[40P10001],Yes,619296,4586114,,Yard Waste;Animal Bedding,Registration,?40P10001,2018-11-16T00:00:00,2022-11-15T00:00:00,
Rockland County SWMA Hillburn Yardwaste,420 Torne Valley Road,PO Box 1217,Hillburn,NY,10931,Rockland,3,8457532200,Rockland County Solid Waste Management Authority,,Composting - yard trimmings - registration,[44P101],Yes,570269,4553325,,Yard Waste,Registration,?44P101,2018-06-14T00:00:00,2023-06-14T00:00:00,
Community Compost/Arrowhead Farm,5941 Route 209,,Kerhonkson,NY,12446,Ulster,3,6032092000,Arrowhead Farm Agricultural Center,Private,Composting - yard trimmings - registration,[56P10002],Yes,560082,4626047,,Yard Waste,Registration,?56P10002,2018-07-24T00:00:00,2022-07-24T00:00:00,"{'human_address': '{""address"":""5941 Route 209"",""city"":""Kerhonkson"",""state"":""NY"",""zip"":""12446""}', 'latitude': '41.785827', 'longitude': '-74.276659', 'needs_recoding': False}"
Community Enterprises LLC,2032 Route 213(mailing & owner),10 Hellbrook Land; Ulster Park; NY 12487(location),Rifton,NY,12471,Ulster,3,8453396680,Community Enterprises; LLC,,Composting - yard trimmings - registration,[56P101],Yes,584139,4635038,,Yard Waste;Grass Clippings,Registration,?56C05,,,
Karl Edmundson,3084 State Route 28,,Shokan,NY,12481,Ulster,3,8457501515,Karl Edmundson,Private,Composting - yard trimmings - registration,[56P10003],Yes,565875,4647388,4 - GIS Assisted,Yard Waste,Registration,?56P10003,2018-12-10T00:00:00,2020-12-09T00:00:00,"{'human_address': '{""address"":""3084 State Route 28"",""city"":""Shokan"",""state"":""NY"",""zip"":""12481""}', 'latitude': '41.974149', 'longitude': '-74.201784', 'needs_recoding': False}"
(T) Yorktown Compost,2200 Greenwood Street,363 Underhill Avenue,Yorktown,NY,10598,Westchester,3,9149625781,Town of Yorktown,,Composting - yard trimmings - registration,[60P10002],Yes,602008,4569311,,Yard Waste,Registration,?60P10002,2018-08-21T00:00:00,2023-08-21T00:00:00,"{'human_address': '{""address"":""2200 Greenwood Street"",""city"":""Yorktown"",""state"":""NY"",""zip"":""10598""}', 'latitude': '41.283733', 'longitude': '-73.774004', 'needs_recoding': False}"
New Castle Compost Site,200 Pinesbridge Road,,Millwood,NY,10546,Westchester,3,9142388525,Town of New Castle,,Composting - yard trimmings - registration,[60P101],Yes,600400,4561546,,Yard Waste,Registration,?60P101,2018-06-13T00:00:00,2022-06-13T00:00:00,"{'human_address': '{""address"":""200 Pinesbridge Road"",""city"":""Millwood"",""state"":""NY"",""zip"":""10546""}', 'latitude': '41.187255', 'longitude': '-73.800445', 'needs_recoding': False}"
