Contract Identifier,Instrument Identifier,Channel of Origination,Date of Origination,Country of Origination,Asset Class,Loan Purpose,Product Type,Amortisation Type,Original Maturity Date,Current Maturity Date,Loan Currency,Origination Amount,Principal Balance,Accrued Interest Balance (On book),Total Balance,Original Interest Rate,Original Interest Rate Type,Current Interest Rate Type,Current Interest Rate Reference,Early Redemption Penalty,Last Payment Date,Last Payment Amount,Next Principal Scheduled Repayment Amount,Loan Status,Days in Past-Due,,,,
bc00019767,ZLP27616,Web,1/15/2014,USA,Resi,Mortage,Loan,Linear,6/16/2045,6/15/2050,USD,200000,190000,540,190540,0.04,fixed,fixed,,0.03,7/26/2019,0,555.56,0.04,non-performing,320,,,
bc00019768,ZLP27617,Broker,1/16/2014,USA,CRE,Mortage,Loan,Linear,6/17/2045,6/16/2050,USD,150000,142500,867,143367,0.04,fixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,90,,,
bc00019769,ZLP27618,Branch,1/17/2014,USA,Resi,Mortage,Loan,Linear,6/18/2045,6/17/2050,USD,100000,100020,500,100520,0.04,mixed,fixed,,0.03,7/29/2019,277.78,277.78,0.04,non-performing,91,,,
bc00019770,ZLP27619,Web,1/18/2014,USA,Resi,Mortage,Loan,Linear,6/19/2045,6/18/2050,USD,85000,80750,14.45,80764.45,0.035,fixed,fixed,,0.03,7/26/2019,236.11,236.11,0.04,non-performing,95,,,
bc00019771,ZLP27620,Broker,1/19/2014,USA,Resi,Mortage,Loan,Linear,6/20/2045,6/18/2053,USD,200000,180000,1000,181000,0.04,fixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,97,,,
bc00019772,ZLP27621,Branch,1/20/2014,USA,Resi,Mortage,Loan,Linear,6/21/2045,6/26/2045,USD,150000,147000,750,147750,0.04,fixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,93,,,
bc00019773,ZLP27622,Branch,1/21/2014,USA,CRE,Mortage,Loan,Linear,2/8/2045,2/13/2045,USD,136000,129200,340,129540,0.04,fixed,fixed,,0.03,7/26/2019,377.78,377.78,0.04,non-performing,90,,,
bc00019774,ZLP27623,Web,1/22/2014,USA,Resi,Mortage,Loan,Linear,2/9/2045,2/14/2045,USD,132714.29,126078.57,358.33,126436.9,0.04,fixed,fixed,,0.03,7/26/2019,368.65,368.65,0.04,non-performing,92,,,
bc00019775,ZLP27624,Broker,1/23/2014,USA,Resi,Mortage,Loan,Balloon,2/10/2045,2/15/2045,USD,129428.57,122957.14,748.1,123705.24,0.04,fixed,fixed,,0.03,7/26/2019,359.52,359.52,0.04,non-performing,300,,,
bc00019776,ZLP27625,Branch,1/24/2014,USA,Resi,Mortage,Loan,Linear,2/11/2045,2/16/2045,USD,126142.86,119835.71,630.71,120466.43,0.04,fixed,fixed,,0.03,7/26/2019,350.4,350.4,0.04,non-performing,90,,,
bc00019777,ZLP27626,Web,1/25/2014,USA,Resi,Mortage,Loan,Linear,2/12/2045,2/17/2045,USD,122857.14,110571.43,331.71,110903.14,0.04,fixed,fixed,,0.03,7/26/2019,341.27,341.27,0.04,non-performing,91,,,
bc00019778,ZLP27627,Broker,1/26/2014,USA,Resi,Mortage,Loan,Linear,2/13/2045,2/12/2051,USD,119571.43,117180,691.12,117871.12,0.04,fixed,fixed,,0.03,7/26/2019,332.14,332.14,0.04,non-performing,95,,,
bc00019779,ZLP27628,Branch,1/27/2014,USA,Resi,Mortage,Loan,Linear,2/14/2045,2/13/2050,USD,116285.71,110471.43,581.43,111052.86,0.04,fixed,fixed,,0.03,7/26/2019,323.02,323.02,0.04,non-performing,97,,,
bc00019780,ZLP27629,Branch,1/28/2014,USA,Resi,Mortage,Loan,Linear,2/15/2045,2/14/2050,USD,150000,135000,25.5,135025.5,0.04,fixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,93,,,
bc00019781,ZLP27630,Web,1/29/2014,USA,Resi,Mortage,Loan,Linear,2/16/2045,2/15/2050,USD,100000,98000,17,98017,0.04,fixed,fixed,,0.03,7/26/2019,277.78,277.78,0.04,non-performing,198,,,
bc00019782,ZLP27631,Broker,1/30/2014,USA,Resi,Mortage,Loan,Linear,2/17/2045,2/16/2050,USD,85000,80750,14.45,80764.45,0.04,fixed,fixed,,0.03,7/23/2019,236.11,236.11,0.04,non-performing,90,,,
bc00019783,ZLP27632,Branch,1/31/2014,USA,Resi,Mortage,Loan,Linear,2/18/2045,2/17/2050,USD,200000,190000,500,190500,0.05,mixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,91,,,
bc00019784,ZLP27633,Web,2/1/2014,USA,Resi,Mortage,Loan,Linear,2/19/2045,2/17/2053,USD,150000,150030,405,150435,0.041,variable,fixed,LIBOR,0.03,7/26/2019,416.67,416.67,0.04,non-performing,95,,,
bc00019785,ZLP27634,Broker,2/2/2014,USA,Resi,Mortage,Loan,Linear,2/20/2045,2/25/2045,USD,136000,129200,786.08,129986.08,0.042,fixed,fixed,,0.03,7/26/2019,377.78,377.78,0.04,non-performing,97,,,
bc00019786,ZLP27635,Branch,2/3/2014,USA,Resi,Mortage,Loan,Linear,2/21/2045,2/26/2045,USD,156333.33,140700,781.67,141481.67,0.042,fixed,fixed,,0.03,7/26/2019,434.26,434.26,0.04,non-performing,93,,,
bc00019787,ZLP27636,Branch,2/4/2014,USA,Resi,Mortage,Loan,Linear,2/22/2045,2/27/2045,USD,161904.76,158666.67,27.52,158694.19,0.042,mixed,fixed,,0.03,7/26/2019,449.74,449.74,0.04,non-performing,400,,,
bc00019788,ZLP27637,Web,2/5/2014,USA,Resi,Mortage,Loan,Linear,2/23/2045,2/28/2045,USD,167476.19,159102.38,837.38,159939.76,0.042,fixed,fixed,,0.03,7/26/2019,465.21,465.21,0.04,non-performing,90,,,
bc00019789,ZLP27638,Broker,2/6/2014,USA,CRE,Mortage,Loan,Linear,2/24/2045,3/1/2045,USD,173047.62,164395.24,865.24,165260.48,0.042,fixed,fixed,,0.03,7/26/2019,480.69,480.69,0.04,non-performing,91,,,
bc00019790,ZLP27639,Branch,2/7/2014,USA,Resi,Mortage,Loan,Linear,2/25/2045,3/2/2045,USD,178619.05,169688.1,446.55,170134.64,0.042,fixed,fixed,,0.03,7/26/2019,496.16,496.16,0.04,non-performing,95,,,
bc00019791,ZLP27640,Web,2/8/2014,USA,Resi,Mortage,Loan,Linear,2/26/2045,2/25/2051,USD,184190.48,174980.95,497.31,175478.27,0.042,fixed,fixed,,0.03,7/26/2019,511.64,511.64,0.04,non-performing,97,,,
bc00019792,ZLP27641,Broker,2/9/2014,USA,Resi,Mortage,Loan,Linear,2/27/2045,2/26/2050,USD,189761.9,170785.71,1096.82,171882.54,0.042,fixed,fixed,,0.03,7/26/2019,527.12,527.12,0.04,non-performing,93,,,
bc00019793,ZLP27642,Branch,2/10/2014,USA,Resi,Mortage,Loan,Linear,2/28/2045,2/27/2050,USD,195333.33,191426.67,976.67,192403.33,0.042,fixed,fixed,,0.03,7/26/2019,542.59,542.59,0.04,non-performing,260,,,
bc00019794,ZLP27643,Branch,2/11/2014,USA,CRE,Mortage,Loan,Linear,3/1/2045,2/28/2050,USD,200000,190000,540,190540,0.042,mixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,90,,,
bc00019795,ZLP27644,Web,2/12/2014,USA,Resi,Mortage,Loan,Balloon,3/2/2045,3/1/2050,USD,150000,135000,867,135867,0.043,fixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,91,,,
bc00019796,ZLP27645,Broker,2/13/2014,USA,Resi,Mortage,Loan,Linear,3/3/2045,3/2/2050,USD,100000,98000,500,98500,0.043,fixed,fixed,,0.03,7/26/2019,277.78,277.78,0.04,non-performing,95,,,
bc00019797,ZLP27646,Branch,2/14/2014,USA,Resi,Mortage,Loan,Linear,3/4/2045,3/2/2053,USD,85000,80750,14.45,80764.45,0.043,fixed,fixed,,0.03,7/26/2019,236.11,236.11,0.04,non-performing,97,,,
bc00019798,ZLP27647,Web,2/15/2014,USA,Resi,Mortage,Loan,Linear,3/5/2045,3/10/2045,USD,200000,190000,34,190034,0.043,mixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,93,,,
bc00019799,ZLP27648,Broker,2/16/2014,USA,Resi,Mortage,Loan,Linear,3/6/2045,3/11/2045,USD,150000,150030,25.5,150055.5,0.043,fixed,fixed,,0.03,7/26/2019,0,416.67,0.04,non-performing,90,,,
bc00019800,ZLP27649,Branch,2/17/2014,USA,Resi,Mortage,Loan,Linear,3/7/2045,3/12/2045,USD,136000,129200,340,129540,0.043,fixed,fixed,,0.03,7/26/2019,377.78,377.78,0.04,non-performing,92,,,
bc00019801,ZLP27650,Branch,2/18/2014,USA,Resi,Mortage,Loan,Linear,3/8/2045,3/13/2045,USD,132714.29,119442.86,358.33,119801.19,0.043,fixed,fixed,,0.03,7/26/2019,368.65,368.65,0.04,non-performing,91,,,
bc00019802,ZLP27651,Web,2/19/2014,USA,Resi,Mortage,Loan,Linear,3/9/2045,3/14/2045,USD,129428.57,126840,748.1,127588.1,0.043,fixed,fixed,,0.03,7/26/2019,359.52,359.52,0.04,non-performing,95,,,
bc00019803,ZLP27652,Broker,2/20/2014,USA,Resi,Mortage,Loan,Linear,5/23/2045,5/28/2045,USD,126142.86,119835.71,630.71,120466.43,0.043,fixed,fixed,,0.03,7/26/2019,350.4,350.4,0.04,non-performing,97,,,
bc00019804,ZLP27653,Branch,2/21/2014,USA,Resi,Mortage,Loan,Linear,5/24/2045,5/23/2051,USD,122857.14,116714.29,20.89,116735.17,0.044,fixed,fixed,,0.03,7/26/2019,341.27,341.27,0.04,non-performing,93,,,
bc00019805,ZLP27654,Web,2/22/2014,USA,Resi,Mortage,Loan,Linear,5/25/2045,5/24/2050,USD,119571.43,113592.86,597.86,114190.71,0.044,fixed,fixed,,0.03,7/26/2019,332.14,332.14,0.04,non-performing,90,,,
bc00019806,ZLP27655,Broker,2/23/2014,USA,Resi,Mortage,Loan,Linear,5/26/2045,5/25/2050,USD,116285.71,110471.43,581.43,111052.86,0.044,fixed,fixed,,0.03,7/26/2019,323.02,323.02,0.04,non-performing,92,,,
bc00019807,ZLP27656,Branch,2/24/2014,USA,Resi,Mortage,Loan,Linear,5/27/2045,5/26/2050,USD,200000,180000,500,180500,0.044,fixed,fixed,,0.03,7/23/2019,555.56,555.56,0.04,non-performing,180,,,
bc00019808,ZLP27657,Branch,2/25/2014,USA,Resi,Mortage,Loan,Linear,5/28/2045,5/27/2050,USD,150000,147000,405,147405,0.044,fixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,170,,,
bc00019809,ZLP27658,Web,2/26/2014,USA,Resi,Mortage,Loan,Linear,5/29/2045,5/28/2050,USD,100000,95000,578,95578,0.044,fixed,fixed,,0.03,7/26/2019,200,277.78,0.04,non-performing,213,,,
bc00019810,ZLP27659,Broker,2/27/2014,USA,CRE,Mortage,Loan,Linear,5/30/2045,5/28/2053,USD,85000,76500,425,76925,0.044,fixed,fixed,,0.03,7/26/2019,236.11,236.11,0.04,non-performing,280,,,
bc00019811,ZLP27660,Branch,2/28/2014,USA,Resi,Mortage,Loan,Linear,5/31/2045,6/5/2045,USD,200000,196000,540,196540,0.044,fixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,90,,,
bc00019812,ZLP27661,Web,3/1/2014,USA,Resi,Mortage,Loan,Linear,6/1/2045,6/6/2045,USD,150000,142500,867,143367,0.044,mixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,91,,,
bc00019813,ZLP27662,Broker,3/2/2014,USA,Resi,Mortage,Loan,Linear,6/2/2045,6/7/2045,USD,136000,129200,680,129880,0.044,variable,fixed,LIBOR,0.03,7/26/2019,377.78,377.78,0.04,non-performing,95,,,
bc00019814,ZLP27663,Branch,3/3/2014,USA,Resi,Mortage,Loan,Linear,6/3/2045,6/8/2045,USD,132714.29,132740.83,22.56,132763.39,0.045,fixed,fixed,,0.03,7/26/2019,368.65,368.65,0.04,non-performing,97,,,
bc00019815,ZLP27664,Branch,3/4/2014,USA,CRE,Mortage,Loan,Balloon,6/4/2045,6/9/2045,USD,129428.57,122957.14,22,122979.15,0.045,fixed,fixed,,0.03,7/26/2019,359.52,359.52,0.04,non-performing,93,,,
bc00019816,ZLP27665,Web,3/5/2014,USA,Resi,Mortage,Loan,Linear,6/5/2045,6/10/2045,USD,126142.86,113528.57,21.44,113550.02,0.045,mixed,fixed,,0.03,7/26/2019,350.4,350.4,0.04,non-performing,213,,,
bc00019817,ZLP27666,Broker,3/6/2014,USA,Resi,Mortage,Loan,Linear,6/6/2045,6/5/2051,USD,122857.14,120400,307.14,120707.14,0.045,fixed,fixed,,0.03,7/26/2019,0,341.27,0.04,non-performing,350,,,
bc00019818,ZLP27667,Branch,3/7/2014,USA,Resi,Mortage,Loan,Linear,6/7/2045,6/6/2050,USD,119571.43,113592.86,322.84,113915.7,0.04,fixed,fixed,,0.03,7/26/2019,332.14,332.14,0.04,non-performing,90,,,
bc00019819,ZLP27668,Web,3/8/2014,USA,Resi,Mortage,Loan,Linear,6/8/2045,6/7/2050,USD,116285.71,110471.43,672.13,111143.56,0.035,fixed,fixed,,0.03,7/26/2019,323.02,323.02,0.04,non-performing,91,,,
bc00019820,ZLP27669,Broker,3/9/2014,USA,Resi,Mortage,Loan,Linear,6/9/2045,6/8/2050,USD,150000,142500,750,143250,0.04,fixed,fixed,,0.03,7/22/2019,416.67,416.67,0.04,non-performing,95,,,
bc00019821,ZLP27670,Branch,3/10/2014,USA,Resi,Mortage,Loan,Linear,6/10/2045,6/9/2050,USD,100000,95000,17,95017,0.04,fixed,fixed,,0.03,7/26/2019,277.78,277.78,0.04,non-performing,97,,,
bc00019822,ZLP27671,Branch,3/11/2014,USA,Resi,Mortage,Loan,Linear,6/11/2045,6/10/2050,USD,85000,76500,425,76925,0.04,fixed,fixed,,0.03,7/26/2019,236.11,236.11,0.04,non-performing,93,,,
bc00019823,ZLP27672,Web,3/12/2014,USA,Resi,Mortage,Loan,Linear,6/12/2045,6/10/2053,USD,200000,196000,1000,197000,0.038,mixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,270,,,
bc00019824,ZLP27673,Broker,3/13/2014,USA,Resi,Mortage,Loan,Linear,6/13/2045,6/18/2045,USD,150000,142500,375,142875,0.04,fixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,90,,,
bc00019825,ZLP27674,Branch,3/14/2014,USA,Resi,Mortage,Loan,Linear,6/14/2045,6/19/2045,USD,136000,122400,367.2,122767.2,0.04,fixed,fixed,,0.03,7/26/2019,377.78,377.78,0.04,non-performing,91,,,
bc00019826,ZLP27675,Web,3/15/2014,USA,Resi,Mortage,Loan,Linear,6/15/2045,6/20/2045,USD,156333.33,153206.67,903.61,154110.27,0.04,fixed,fixed,,0.03,7/26/2019,434.26,434.26,0.04,non-performing,95,,,
bc00019827,ZLP27676,Broker,3/16/2014,USA,Resi,Mortage,Loan,Linear,6/16/2045,6/21/2045,USD,161904.76,153809.52,809.52,154619.05,0.04,mixed,fixed,,0.03,7/26/2019,449.74,449.74,0.04,non-performing,97,,,
bc00019828,ZLP27677,Branch,3/17/2014,USA,Resi,Mortage,Loan,Linear,6/17/2045,6/22/2045,USD,167476.19,159102.38,452.19,159554.57,0.04,fixed,fixed,,0.03,7/26/2019,465.21,465.21,0.04,non-performing,93,,,
bc00019829,ZLP27678,Branch,3/18/2014,USA,Resi,Mortage,Loan,Linear,6/18/2045,6/23/2045,USD,173047.62,173082.23,1000.22,174082.44,0.04,fixed,fixed,,0.03,7/26/2019,480.69,480.69,0.04,non-performing,200,,,
bc00019830,ZLP27679,Web,3/19/2014,USA,Resi,Mortage,Loan,Linear,6/19/2045,6/18/2051,USD,178619.05,169688.1,893.1,170581.19,0.038,fixed,fixed,,0.03,7/26/2019,496.16,496.16,0.04,non-performing,90,,,
bc00019831,ZLP27680,Broker,3/20/2014,USA,CRE,Mortage,Loan,Linear,6/20/2045,6/19/2050,USD,184190.48,165771.43,31.31,165802.74,0.04,fixed,fixed,,0.03,7/26/2019,0,511.64,0.04,non-performing,400,,,
bc00019832,ZLP27681,Branch,3/21/2014,USA,Resi,Mortage,Loan,Linear,6/21/2045,6/20/2050,USD,189761.9,185966.67,32.26,185998.93,0.04,fixed,fixed,,0.03,7/26/2019,527.12,527.12,0.04,non-performing,95,,,
bc00019833,ZLP27682,Web,3/22/2014,USA,Resi,Mortage,Loan,Linear,4/12/2045,4/11/2050,USD,195333.33,185566.67,33.21,185599.87,0.04,fixed,fixed,,0.03,7/23/2019,542.59,542.59,0.04,non-performing,97,,,
bc00019834,ZLP27683,Broker,3/23/2014,USA,Resi,Mortage,Loan,Linear,4/13/2045,4/12/2050,USD,200000,190000,500,190500,0.035,fixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,93,,,
bc00019835,ZLP27684,Branch,3/24/2014,USA,Resi,Mortage,Loan,Balloon,4/14/2045,4/13/2050,USD,150000,142500,405,142905,0.04,fixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,20,,,
bc00019836,ZLP27685,Branch,3/25/2014,USA,CRE,Mortage,Loan,Linear,4/15/2045,4/13/2053,USD,100000,95000,578,95578,0.04,fixed,fixed,,0.03,7/26/2019,277.78,277.78,0.04,non-performing,90,,,
bc00019837,ZLP27686,Web,3/26/2014,USA,Resi,Mortage,Loan,Linear,4/16/2045,4/21/2045,USD,85000,76500,425,76925,0.04,fixed,fixed,,0.03,7/26/2019,236.11,236.11,0.04,non-performing,92,,,
bc00019838,ZLP27687,Broker,3/27/2014,USA,Resi,Mortage,Loan,Linear,4/17/2045,4/22/2045,USD,200000,196000,34,196034,0.04,fixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,180,,,
bc00019839,ZLP27688,Branch,3/28/2014,USA,Resi,Mortage,Loan,Linear,4/18/2045,4/23/2045,USD,150000,142500,750,143250,0.04,fixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,170,,,
bc00019840,ZLP27689,Web,3/29/2014,USA,Resi,Mortage,Loan,Linear,4/19/2045,4/24/2045,USD,136000,122400,680,123080,0.04,fixed,fixed,,0.03,7/26/2019,377.78,377.78,0.04,non-performing,213,,,
bc00019841,ZLP27690,Broker,3/30/2014,USA,Resi,Mortage,Loan,Linear,4/20/2045,4/25/2045,USD,132714.29,130060,331.79,130391.79,0.04,mixed,fixed,,0.03,7/26/2019,368.65,368.65,0.04,non-performing,200,,,
bc00019842,ZLP27691,Branch,3/31/2014,USA,Resi,Mortage,Loan,Linear,4/21/2045,4/26/2045,USD,129428.57,122957.14,349.46,123306.6,0.04,variable,fixed,LIBOR,0.03,7/26/2019,359.52,359.52,0.04,non-performing,90,,,
bc00019843,ZLP27692,Branch,4/1/2014,USA,Resi,Mortage,Loan,Linear,4/22/2045,4/21/2051,USD,126142.86,119835.71,729.11,120564.82,0.04,fixed,fixed,,0.03,7/26/2019,350.4,350.4,0.04,non-performing,91,,,
bc00019844,ZLP27693,Web,4/2/2014,USA,Resi,Mortage,Loan,Linear,4/23/2045,4/22/2050,USD,122857.14,122881.71,614.29,123496,0.04,fixed,fixed,,0.03,7/26/2019,341.27,341.27,0.04,non-performing,93,,,
bc00019845,ZLP27694,Broker,4/3/2014,USA,Resi,Mortage,Loan,Linear,4/24/2045,4/23/2050,USD,119571.43,113592.86,322.84,113915.7,0.04,mixed,fixed,,0.03,7/26/2019,332.14,332.14,0.04,non-performing,200,,,
bc00019846,ZLP27695,Branch,4/4/2014,USA,Resi,Mortage,Loan,Linear,4/25/2045,4/24/2050,USD,116285.71,104657.14,672.13,105329.27,0.04,fixed,fixed,,0.03,7/29/2019,323.02,323.02,0.04,non-performing,90,,,
bc00019847,ZLP27696,Web,4/5/2014,USA,Resi,Mortage,Loan,Linear,4/26/2045,4/25/2050,USD,200000,196000,1000,197000,0.05,fixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,91,,,
bc00019848,ZLP27697,Broker,4/6/2014,USA,Resi,Mortage,Loan,Linear,4/27/2045,4/26/2050,USD,150000,142500,25.5,142525.5,0.041,fixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,95,,,
bc00019849,ZLP27698,Branch,4/7/2014,USA,Resi,Mortage,Loan,Linear,4/28/2045,4/26/2053,USD,100000,95000,17,95017,0.042,fixed,fixed,,0.03,7/26/2019,277.78,277.78,0.04,non-performing,97,,,
bc00019850,ZLP27699,Branch,4/8/2014,USA,Resi,Mortage,Loan,Linear,4/29/2045,5/4/2045,USD,85000,80750,14.45,80764.45,0.042,fixed,fixed,,0.03,7/26/2019,236.11,236.11,0.04,non-performing,93,,,
bc00019851,ZLP27700,Web,4/9/2014,USA,Resi,Mortage,Loan,Linear,4/30/2045,5/5/2045,USD,200000,190000,500,190500,0.042,fixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,190,,,
bc00019852,ZLP27701,Broker,4/10/2014,USA,CRE,Mortage,Loan,Linear,5/1/2045,5/6/2045,USD,150000,135000,405,135405,0.042,mixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,90,,,
bc00019853,ZLP27702,Branch,4/11/2014,USA,Resi,Mortage,Loan,Linear,5/2/2045,5/7/2045,USD,136000,133280,786.08,134066.08,0.042,fixed,fixed,,0.03,7/26/2019,377.78,377.78,0.04,non-performing,91,,,
bc00019854,ZLP27703,Web,4/12/2014,USA,Resi,Mortage,Loan,Linear,5/3/2045,5/8/2045,USD,132714.29,126078.57,663.57,126742.14,0.042,fixed,fixed,,0.03,7/26/2019,368.65,368.65,0.04,non-performing,95,,,
bc00019855,ZLP27704,Broker,4/13/2014,USA,Resi,Mortage,Loan,Balloon,5/4/2045,5/9/2045,USD,129428.57,116485.71,22,116507.72,0.042,fixed,fixed,,0.03,7/26/2019,359.52,359.52,0.04,non-performing,97,,,
bc00019856,ZLP27705,Branch,4/14/2014,USA,Resi,Mortage,Loan,Linear,5/5/2045,5/4/2051,USD,126142.86,123620,630.71,124250.71,0.042,mixed,fixed,,0.03,7/26/2019,350.4,350.4,0.04,non-performing,93,,,
bc00019857,ZLP27706,Branch,4/15/2014,USA,CRE,Mortage,Loan,Linear,5/6/2045,5/5/2050,USD,122857.14,116714.29,614.29,117328.57,0.042,fixed,fixed,,0.03,7/26/2019,0,341.27,0.04,non-performing,320,,,
bc00019858,ZLP27707,Web,4/16/2014,USA,Resi,Mortage,Loan,Linear,5/7/2045,5/6/2050,USD,119571.43,113592.86,298.93,113891.79,0.042,fixed,fixed,,0.03,7/26/2019,332.14,332.14,0.04,non-performing,90,,,
bc00019859,ZLP27708,Broker,4/17/2014,USA,Resi,Mortage,Loan,Linear,5/8/2045,5/7/2050,USD,116285.71,116308.97,313.97,116622.94,0.043,fixed,fixed,,0.03,7/23/2019,323.02,323.02,0.04,non-performing,91,,,
bc00019860,ZLP27709,Branch,4/18/2014,USA,Resi,Mortage,Loan,Linear,5/9/2045,5/8/2050,USD,150000,142500,867,143367,0.043,fixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,95,,,
bc00019861,ZLP27710,Web,4/19/2014,USA,Resi,Mortage,Loan,Linear,5/10/2045,5/9/2050,USD,100000,90000,500,90500,0.043,fixed,fixed,,0.03,7/26/2019,277.78,277.78,0.04,non-performing,97,,,
bc00019862,ZLP27711,Broker,4/20/2014,USA,Resi,Mortage,Loan,Linear,5/11/2045,5/9/2053,USD,85000,83300,229.5,83529.5,0.043,fixed,fixed,,0.03,7/26/2019,236.11,236.11,0.04,non-performing,93,,,
bc00019863,ZLP27712,Branch,4/21/2014,USA,Resi,Mortage,Loan,Linear,5/12/2045,5/17/2045,USD,200000,190000,1156,191156,0.043,fixed,fixed,,0.03,7/26/2019,689.66,555.56,0.04,non-performing,90,,,
bc00019864,ZLP27713,Branch,4/22/2014,USA,Resi,Mortage,Loan,Linear,5/13/2045,5/18/2045,USD,150000,142500,750,143250,0.043,fixed,fixed,,0.03,7/26/2019,0,416.67,0.04,non-performing,92,,,
bc00019865,ZLP27714,Web,4/23/2014,USA,CRE,Mortage,Loan,Linear,5/14/2045,5/19/2045,USD,136000,129200,23.12,129223.12,0.043,fixed,fixed,,0.03,7/26/2019,377.78,377.78,0.04,non-performing,300,,,
bc00019866,ZLP27715,Broker,4/24/2014,USA,Resi,Mortage,Loan,Linear,5/15/2045,5/20/2045,USD,156333.33,148516.67,26.58,148543.24,0.043,fixed,fixed,,0.03,7/26/2019,434.26,434.26,0.04,non-performing,90,,,
bc00019867,ZLP27716,Branch,4/25/2014,USA,Resi,Mortage,Loan,Linear,5/16/2045,5/21/2045,USD,161904.76,145714.29,27.52,145741.81,0.043,fixed,fixed,,0.03,7/26/2019,449.74,449.74,0.04,non-performing,91,,,
bc00019868,ZLP27717,Web,4/26/2014,USA,Resi,Mortage,Loan,Linear,5/17/2045,5/22/2045,USD,167476.19,164126.67,418.69,164545.36,0.044,fixed,fixed,,0.03,7/26/2019,465.21,465.21,0.04,non-performing,95,,,
bc00019869,ZLP27718,Broker,4/27/2014,USA,Resi,Mortage,Loan,Linear,5/18/2045,5/17/2051,USD,173047.62,164395.24,467.23,164862.47,0.044,fixed,fixed,,0.03,7/26/2019,480.69,480.69,0.04,non-performing,97,,,
bc00019870,ZLP27719,Branch,4/28/2014,USA,Resi,Mortage,Loan,Linear,5/19/2045,5/18/2050,USD,178619.05,160757.14,1032.42,161789.56,0.044,mixed,fixed,,0.03,7/26/2019,496.16,496.16,0.04,non-performing,93,,,
bc00019871,ZLP27720,Branch,4/29/2014,USA,Resi,Mortage,Loan,Linear,5/20/2045,5/19/2050,USD,184190.48,180506.67,920.95,181427.62,0.044,variable,fixed,LIBOR,0.03,7/26/2019,511.64,511.64,0.04,non-performing,198,,,
bc00019872,ZLP27721,Web,4/30/2014,USA,Resi,Mortage,Loan,Linear,5/21/2045,5/20/2050,USD,189761.9,180273.81,32.26,180306.07,0.044,fixed,fixed,,0.03,7/26/2019,527.12,527.12,0.04,non-performing,90,,,
bc00019873,ZLP27722,Broker,5/1/2014,USA,CRE,Mortage,Loan,Linear,5/22/2045,5/21/2050,USD,195333.33,185566.67,976.67,186543.33,0.044,fixed,fixed,,0.03,7/26/2019,542.59,542.59,0.04,non-performing,91,,,
bc00019874,ZLP27723,Branch,5/2/2014,USA,Resi,Mortage,Loan,Linear,5/23/2045,5/22/2050,USD,200000,200040,1000,201040,0.044,mixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,95,,,
bc00019875,ZLP27724,Web,5/3/2014,USA,Resi,Mortage,Loan,Balloon,5/24/2045,5/22/2053,USD,150000,142500,375,142875,0.044,fixed,fixed,,0.03,7/26/2019,416.67,416.67,0.04,non-performing,97,,,
bc00019876,ZLP27725,Broker,5/4/2014,USA,Resi,Mortage,Loan,Linear,5/25/2045,5/30/2045,USD,100000,90000,270,90270,0.044,fixed,fixed,,0.03,7/26/2019,277.78,277.78,0.04,non-performing,93,,,
bc00019877,ZLP27726,Branch,5/5/2014,USA,Resi,Mortage,Loan,Linear,5/26/2045,5/31/2045,USD,85000,83300,491.3,83791.3,0.044,fixed,fixed,,0.03,7/26/2019,0,236.11,0.04,non-performing,400,,,
bc00019878,ZLP27727,Branch,5/6/2014,USA,Resi,Mortage,Loan,Linear,5/27/2045,6/1/2045,USD,200000,190000,1000,191000,0.045,fixed,fixed,,0.03,7/26/2019,555.56,555.56,0.04,non-performing,90,,,
