"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Nueva San Salvador","Nueva San Salvador","13.6740","-89.2900","El Salvador","SV","SLV","La Libertad","admin","124694","1222613306"
"Ahuachapán","Ahuachapan","13.9190","-89.8450","El Salvador","SV","SLV","Ahuachapán","admin","34102","1222480039"
"Cojutepeque","Cojutepeque","13.7167","-88.9333","El Salvador","SV","SLV","Cuscatlán","admin","48411","1222979186"
"Zacatecoluca","Zacatecoluca","13.5080","-88.8680","El Salvador","SV","SLV","La Paz","admin","39613","1222647953"
"La Unión","La Union","13.3320","-87.8390","El Salvador","SV","SLV","La Unión","admin","26807","1222307415"
"San Francisco Gotera","San Francisco Gotera","13.7000","-88.1000","El Salvador","SV","SLV","Morazán","admin","16152","1222399599"
"Sensuntepeque","Sensuntepeque","13.8800","-88.6300","El Salvador","SV","SLV","Cabañas","admin","26989","1222098918"
"Chalatenango","Chalatenango","14.0720","-89.0940","El Salvador","SV","SLV","Chalatenango","admin","29271","1222515741"
"Santa Ana","Santa Ana","13.9946","-89.5598","El Salvador","SV","SLV","Santa Ana","admin","234478","1222021362"
"San Vicente","San Vicente","13.6410","-88.7850","El Salvador","SV","SLV","San Vicente","admin","37326","1222913273"
"Sonsonate","Sonsonate","13.7200","-89.7300","El Salvador","SV","SLV","Sonsonate","admin","168947","1222380208"
"Usulután","Usulutan","13.3460","-88.4320","El Salvador","SV","SLV","Usulután","admin","51910","1222984157"
"Philipsburg","Philipsburg","18.0255","-63.0450","Sint Maarten","SX","SXM","","primary","","1534859858"
"Ar Raqqah","Ar Raqqah","35.9304","39.0200","Syria","SY","SYR","Ar Raqqah","admin","177636","1760035911"
"Tartus","Tartus","34.8846","35.8866","Syria","SY","SYR","Ţarţūs","admin","162980","1760695473"
"Douma","Douma","33.5833","36.4000","Syria","SY","SYR","Rīf Dimashq","minor","496145","1760821818"
"As Suwayda","As Suwayda","32.7004","36.5666","Syria","SY","SYR","As Suwaydā’","admin","72248","1760680757"
"Al Hasakah","Al Hasakah","36.4833","40.7500","Syria","SY","SYR","Al Ḩasakah","admin","128100","1760476337"
"Dar'a","Dar'a","32.6250","36.1050","Syria","SY","SYR","Dar‘ā","admin","146481","1760427038"
"Hamah","Hamah","35.1503","36.7300","Syria","SY","SYR","Ḩamāh","admin","460602","1760197502"
"Idlib","Idlib","35.9297","36.6317","Syria","SY","SYR","Idlib","admin","128840","1760305230"
"Manbij","Manbij","36.5266","37.9563","Syria","SY","SYR","Ḩalab","minor","120169","1760355581"
"Izaz","Izaz","36.5888","37.0441","Syria","SY","SYR","Ḩalab","minor","31534","1760669569"
"Hims","Hims","34.7300","36.7200","Syria","SY","SYR","Ḩimş","admin","1005000","1760013934"
"Damascus","Damascus","33.5000","36.3000","Syria","SY","SYR","Dimashq","primary","2466000","1760685964"
"Al Ladhiqiyah","Al Ladhiqiyah","35.5400","35.7800","Syria","SY","SYR","Al Lādhiqīyah","admin","539147","1760555544"
"Al Qunaytirah","Al Qunaytirah","33.1257","35.8236","Syria","SY","SYR","Al Qunayţirah","admin","4318","1760132692"
"Madinat ath Thawrah","Madinat ath Thawrah","35.8367","38.5481","Syria","SY","SYR","Ar Raqqah","minor","87880","1760605225"
"Al Qamishli","Al Qamishli","37.0300","41.2300","Syria","SY","SYR","Al Ḩasakah","minor","104107","1760560461"
"Dayr az Zawr","Dayr az Zawr","35.3304","40.1300","Syria","SY","SYR","Dayr az Zawr","admin","309141","1760792603"
"Tadmur","Tadmur","34.5504","38.2833","Syria","SY","SYR","Ḩimş","minor","55111","1760484707"
"Abu Kamal","Abu Kamal","34.4504","40.9186","Syria","SY","SYR","Dayr az Zawr","minor","80808","1760836213"
"Aleppo","Aleppo","36.2300","37.1700","Syria","SY","SYR","Ḩalab","admin","2738000","1760366651"
"Ad Nabk","Ad Nabk","34.0170","36.7333","Syria","SY","SYR","Rīf Dimashq","minor","50178","1760474665"
"Mbabane","Mbabane","-26.3167","31.1333","Swaziland","SZ","SWZ","Hhohho","primary","90138","1748811945"
"Lobamba","Lobamba","-26.4667","31.2000","Swaziland","SZ","SWZ","","primary","9782","1748963140"
"Golela","Golela","-27.2962","31.9000","Swaziland","SZ","SWZ","","","3695","1748490870"
"Hlatikulu","Hlatikulu","-27.0000","31.4167","Swaziland","SZ","SWZ","Shiselweni","","2748","1748564468"
"Nhlangano","Nhlangano","-27.1122","31.1983","Swaziland","SZ","SWZ","Shiselweni","admin","","1748301792"
"Piggs Peak","Piggs Peak","-25.9610","31.2470","Swaziland","SZ","SWZ","Hhohho","","5750","1748284923"
"Siteki","Siteki","-26.4550","31.9520","Swaziland","SZ","SWZ","Lubombo","admin","6152","1748933140"
"Manzini","Manzini","-26.4950","31.3880","Swaziland","SZ","SWZ","Manzini","admin","110537","1748177431"
"Grand Turk","Grand Turk","21.4664","-71.1360","Turks And Caicos Islands","TC","TCA","","primary","5801","1796965313"
"Doba","Doba","8.6504","16.8500","Chad","TD","TCD","Logone Oriental","admin","29597","1148367091"
"Massakory","Massakory","12.9960","15.7293","Chad","TD","TCD","Hadjer-Lamis","admin","","1148908311"
"Koumra","Koumra","8.9126","17.5539","Chad","TD","TCD","Mandoul","admin","","1148599298"
"Pala","Pala","9.3642","14.9046","Chad","TD","TCD","Mayo-Kébbi Ouest","admin","","1148687410"
"Moundou","Moundou","8.5500","16.0900","Chad","TD","TCD","Logone Occidental","admin","156705","1148369114"
"Zouar","Zouar","20.4587","16.5278","Chad","TD","TCD","Tibesti","","204","1148690803"
"Ndjamena","Ndjamena","12.1131","15.0491","Chad","TD","TCD","Ville de N’Djaména","primary","989000","1148708596"
"Bongor","Bongor","10.2859","15.3872","Chad","TD","TCD","Mayo-Kébbi Est","admin","193941","1148833900"
"Oum Hadjer","Oum Hadjer","13.3004","19.6833","Chad","TD","TCD","Batha","","19271","1148641107"
"Laï","Lai","9.3950","16.3050","Chad","TD","TCD","Tandjilé","admin","19382","1148360693"
"Kelo","Kelo","9.3171","15.8000","Chad","TD","TCD","Tandjilé","","96224","1148149571"
"Ati","Ati","13.2171","18.3333","Chad","TD","TCD","Batha","admin","25373","1148642108"
"Am Timan","Am Timan","11.0333","20.2833","Chad","TD","TCD","Salamat","admin","30443","1148823427"
"Pala","Pala","9.3504","14.9666","Chad","TD","TCD","Mayo-Kébbi Ouest","","35466","1148631807"
"Massenya","Massenya","11.4039","16.1705","Chad","TD","TCD","Chari-Baguirmi","admin","","1148928302"
"Mongo","Mongo","12.1837","18.7000","Chad","TD","TCD","Guéra","admin","27763","1148891648"
"Mao","Mao","14.1194","15.3133","Chad","TD","TCD","Kanem","admin","18031","1148740154"
"Fada","Fada","17.1847","21.5902","Chad","TD","TCD","Ennedi-Ouest","admin","448","1148787282"
"Bardaï","Bardai","21.3549","17.0012","Chad","TD","TCD","Tibesti","admin","","1148071351"
"Moussoro","Moussoro","13.6414","16.4894","Chad","TD","TCD","Barh el Gazel","admin","","1148918270"
"Goz Beïda","Goz Beida","12.2248","21.4103","Chad","TD","TCD","Sila","admin","","1148101824"
"Am Djarass","Am Djarass","16.0659","22.8431","Chad","TD","TCD","Ennedi-Est","admin","","1148268495"
"Biltine","Biltine","14.5333","20.9167","Chad","TD","TCD","Wadi Fira","admin","11000","1148086843"
"Abéché","Abeche","13.8400","20.8300","Chad","TD","TCD","Ouaddaï","admin","158317","1148461151"
"Faya Largeau","Faya Largeau","17.9167","19.1167","Chad","TD","TCD","Borkou","admin","13400","1148095016"
"Sarh","Sarh","9.1500","18.3900","Chad","TD","TCD","Moyen-Chari","admin","169196","1148442794"
"Bol","Bol","13.4590","14.7147","Chad","TD","TCD","Lac","admin","3303","1148232209"
"Lomé","Lome","6.1319","1.2228","Togo","TG","TGO","Maritime","primary","1452000","1768409132"
"Kpalimé","Kpalime","6.9004","0.6300","Togo","TG","TGO","","","100479","1768253626"
"Atakpamé","Atakpame","7.5300","1.1200","Togo","TG","TGO","Plateaux","admin","80683","1768070717"
"Mango","Mango","10.3596","0.4708","Togo","TG","TGO","Savanes","","42626","1768815814"
"Kara","Kara","9.5511","1.1861","Togo","TG","TGO","Kara","admin","","1768768827"
"Sokodé","Sokode","8.9905","1.1500","Togo","TG","TGO","Centrale","admin","117811","1768875145"
"Dapaong","Dapaong","10.8623","0.2076","Togo","TG","TGO","Savanes","admin","","1768366976"
"Bassar","Bassar","9.2610","0.7890","Togo","TG","TGO","Kara","","61845","1768050143"
"Sotouboua","Sotouboua","8.5570","0.9850","Togo","TG","TGO","Centrale","","21054","1768355631"
"Amnat Charoen","Amnat Charoen","15.8585","104.6288","Thailand","TH","THA","Amnat Charoen","admin","","1764038011"
"Chiang Rai","Chiang Rai","19.9119","99.8265","Thailand","TH","THA","Chiang Rai","admin","117127","1764748484"
"Bangkok","Bangkok","13.7500","100.5166","Thailand","TH","THA","Krung Thep Maha Nakhon","primary","6704000","1764068610"
"Samut Prakan","Samut Prakan","13.6069","100.6115","Thailand","TH","THA","Samut Prakan","admin","388920","1764159228"
"Rayong","Rayong","12.6718","101.2815","Thailand","TH","THA","Rayong","admin","37035","1764920057"
"Chon Buri","Chon Buri","13.4004","101.0000","Thailand","TH","THA","Chon Buri","admin","226618","1764202077"
"Si Racha","Si Racha","13.1590","100.9287","Thailand","TH","THA","Chon Buri","minor","178916","1764003327"
"Phitsanulok","Phitsanulok","16.8283","100.2729","Thailand","TH","THA","Phitsanulok","admin","164017","1764140981"
"Yala","Yala","6.5505","101.2851","Thailand","TH","THA","Yala","admin","148140","1764430323"
"Phayao","Phayao","19.1707","99.9083","Thailand","TH","THA","Phayao","admin","21058","1764291128"
"Phatthalung","Phatthalung","7.6150","100.0810","Thailand","TH","THA","Phatthalung","admin","43522","1764240863"
"Nong Khai","Nong Khai","17.8733","102.7479","Thailand","TH","THA","Nong Khai","admin","104505","1764279113"
"Sukhothai","Sukhothai","17.0119","99.7515","Thailand","TH","THA","Sukhothai","admin","10276","1764175777"
"Sing Buri","Sing Buri","14.8870","100.4010","Thailand","TH","THA","Sing Buri","admin","20046","1764482111"
"Satun","Satun","6.6167","100.0667","Thailand","TH","THA","Satun","admin","34544","1764836023"
"Ranong","Ranong","9.9620","98.6380","Thailand","TH","THA","Ranong","admin","24561","1764623795"
"Prachin Buri","Prachin Buri","14.0572","101.3768","Thailand","TH","THA","Prachin Buri","admin","79757","1764262472"
"Sa Kaeo","Sa Kaeo","13.8141","102.0722","Thailand","TH","THA","Sa Kaeo","admin","","1764207048"
"Roi Et","Roi Et","16.0510","103.6550","Thailand","TH","THA","Roi Et","admin","39328","1764216668"
"Phuket","Phuket","7.8765","98.3815","Thailand","TH","THA","Phuket","admin","141618","1764327831"
"Phrae","Phrae","18.1533","100.1629","Thailand","TH","THA","Phrae","admin","38538","1764209592"
"Phichit","Phichit","16.4390","100.3490","Thailand","TH","THA","Phichit","admin","35760","1764024236"
"Phetchabun","Phetchabun","16.4190","101.1590","Thailand","TH","THA","Phetchabun","admin","50656","1764518331"
"Chaiyaphum","Chaiyaphum","15.8040","102.0386","Thailand","TH","THA","Chaiyaphum","admin","58350","1764784757"
"Chanthaburi","Chanthaburi","12.6133","102.0979","Thailand","TH","THA","Chanthaburi","admin","99819","1764151688"
"Chainat","Chainat","15.1790","100.1260","Thailand","TH","THA","Chai Nat","admin","15469","1764848732"
"Chachoengsao","Chachoengsao","13.6790","101.0760","Thailand","TH","THA","Chachoengsao","admin","49741","1764632382"
"Ang Thong","Ang Thong","14.5833","100.4500","Thailand","TH","THA","Ang Thong","admin","13738","1764529940"
"Surat Thani","Surat Thani","9.1501","99.3401","Thailand","TH","THA","Surat Thani","admin","157627","1764338230"
"Ayutthaya","Ayutthaya","14.3588","100.5684","Thailand","TH","THA","Phra Nakhon Si Ayutthaya","admin","145615","1764002329"
"Phangnga","Phangnga","8.4510","98.5340","Thailand","TH","THA","Phangnga","admin","9676","1764855952"
"Lampang","Lampang","18.2916","99.4813","Thailand","TH","THA","Lampang","admin","204081","1764081847"
"Kalasin","Kalasin","16.4280","103.5090","Thailand","TH","THA","Kalasin","admin","55102","1764060973"
"Nakhon Sawan","Nakhon Sawan","15.7000","100.0700","Thailand","TH","THA","Nakhon Sawan","admin","111915","1764821078"
"Nakhon Phanom","Nakhon Phanom","17.3945","104.7695","Thailand","TH","THA","Nakhon Phanom","admin","55377","1764103547"
"Maha Sarakham","Maha Sarakham","16.1840","103.2980","Thailand","TH","THA","Maha Sarakham","admin","51584","1764568961"
"Lop Buri","Lop Buri","14.8040","100.6186","Thailand","TH","THA","Lop Buri","admin","57761","1764574750"
"Loei","Loei","17.4919","101.7315","Thailand","TH","THA","Loei","admin","35273","1764996883"
"Uthai Thani","Uthai Thani","15.3819","100.0264","Thailand","TH","THA","Uthai Thani","admin","22219","1764844835"
"Trang","Trang","7.5634","99.6080","Thailand","TH","THA","Trang","admin","147820","1764343817"
"Phetchaburi","Phetchaburi","13.1133","99.9412","Thailand","TH","THA","Phetchaburi","admin","90497","1764000534"
"Yasothon","Yasothon","15.7880","104.1510","Thailand","TH","THA","Yasothon","admin","21643","1764520637"
"Surin","Surin","14.8868","103.4915","Thailand","TH","THA","Surin","admin","62536","1764813179"
"Uttaradit","Uttaradit","17.6316","100.0972","Thailand","TH","THA","Uttaradit","admin","76630","1764146253"
"Mae Hong Son","Mae Hong Son","19.3010","97.9690","Thailand","TH","THA","Mae Hong Son","admin","9109","1764090874"
"Samut Songkhram","Samut Songkhram","13.4130","100.0010","Thailand","TH","THA","Samut Songkhram","admin","35065","1764305010"
"Aranyaprathet","Aranyaprathet","13.6824","102.4969","Thailand","TH","THA","Sa Kaeo","minor","22472","1764167237"
"Tak","Tak","16.8847","99.1293","Thailand","TH","THA","Tak","admin","33146","1764055292"
"Chiang Mai","Chiang Mai","18.8000","98.9800","Thailand","TH","THA","Chiang Mai","admin","397211","1764662886"
"Narathiwat","Narathiwat","6.4318","101.8214","Thailand","TH","THA","Narathiwat","admin","68112","1764748532"
"Songkhla","Songkhla","7.2100","100.5600","Thailand","TH","THA","Songkhla","admin","48616","1764543650"
"Hat Yai","Hat Yai","6.9964","100.4714","Thailand","TH","THA","Songkhla","minor","317954","1764161022"
"Ubon Ratchathani","Ubon Ratchathani","15.2500","104.8300","Thailand","TH","THA","Ubon Ratchathani","admin","273893","1764611048"
"Trat","Trat","12.2370","102.5090","Thailand","TH","THA","Trat","admin","21590","1764126822"
"Kanchanaburi","Kanchanaburi","14.0174","99.5220","Thailand","TH","THA","Kanchanaburi","admin","63699","1764455558"
"Bua Yai","Bua Yai","15.5840","102.4186","Thailand","TH","THA","Nakhon Ratchasima","minor","18269","1764992879"
"Sakhon Nakhon","Sakhon Nakhon","17.1679","104.1479","Thailand","TH","THA","Sakon Nakhon","admin","76237","1764476362"
"Lamphun","Lamphun","18.5030","99.0740","Thailand","TH","THA","Lamphun","admin","14030","1764104264"
"Nakhon Pathom","Nakhon Pathom","13.8180","100.0640","Thailand","TH","THA","Nakhon Pathom","admin","117927","1764251992"
"Ratchaburi","Ratchaburi","13.5419","99.8215","Thailand","TH","THA","Ratchaburi","admin","106996","1764773366"
"Udon Thani","Udon Thani","17.4048","102.7893","Thailand","TH","THA","Udon Thani","admin","247231","1764676047"
"Samut Sakhon","Samut Sakhon","13.5360","100.2740","Thailand","TH","THA","Samut Sakhon","admin","63498","1764502057"
"Sisaket","Sisaket","15.1203","104.3298","Thailand","TH","THA","Sisaket","admin","44751","1764002764"
"Supham Buri","Supham Buri","14.4710","100.1290","Thailand","TH","THA","Suphan Buri","admin","53399","1764759549"
"Nakhon Ratchasima","Nakhon Ratchasima","15.0000","102.1000","Thailand","TH","THA","Nakhon Ratchasima","admin","334984","1764752197"
"Nonthaburi","Nonthaburi","13.8337","100.4833","Thailand","TH","THA","Nonthaburi","admin","258550","1764667935"
"Mae Sot","Mae Sot","16.7162","98.5708","Thailand","TH","THA","Tak","minor","45781","1764198529"
"Khon Kaen","Khon Kaen","16.4200","102.8300","Thailand","TH","THA","Khon Kaen","admin","251056","1764003406"
"Mukdahan","Mukdahan","16.5453","104.7235","Thailand","TH","THA","Mukdahan","admin","","1764994534"
"Nong Bua Lamphu","Nong Bua Lamphu","17.2041","102.4407","Thailand","TH","THA","Nong Bua Lamphu","admin","","1764333285"
"Thung Song","Thung Song","8.1540","99.7286","Thailand","TH","THA","Nakhon Si Thammarat","minor","28223","1764422992"
"Nakhon Si Thammarat","Nakhon Si Thammarat","8.4000","99.9700","Thailand","TH","THA","Nakhon Si Thammarat","admin","232335","1764409111"
"Krabi","Krabi","8.0520","98.9120","Thailand","TH","THA","Krabi","admin","31219","1764587855"
"Pathum Thani","Pathum Thani","14.0171","100.5333","Thailand","TH","THA","Pathum Thani","admin","154412","1764434288"
"Nakhon Nayok","Nakhon Nayok","14.2000","101.2160","Thailand","TH","THA","Nakhon Nayok","admin","21309","1764068248"
"Prachuap Khiri Khan","Prachuap Khiri Khan","11.8030","99.8000","Thailand","TH","THA","Prachuap Khiri Khan","admin","33521","1764877766"
"Nan","Nan","18.7868","100.7715","Thailand","TH","THA","Nan","admin","82483","1764061223"
"Bueng Kan","Bueng Kan","18.3630","103.6519","Thailand","TH","THA","Bueng Kan","admin","","1764944006"
"Hua Hin","Hua Hin","12.5697","99.9443","Thailand","TH","THA","Prachuap Khiri Khan","minor","50456","1764352388"
"Kamphaeng Phet","Kamphaeng Phet","16.4730","99.5290","Thailand","TH","THA","Kamphaeng Phet","admin","58787","1764367755"
"Chumphon","Chumphon","10.5127","99.1872","Thailand","TH","THA","Chumphon","admin","85686","1764012939"
"Pattani","Pattani","6.8640","101.2500","Thailand","TH","THA","Pattani","admin","150000","1764277891"
"Buriram","Buriram","15.0004","103.1166","Thailand","TH","THA","Buriram","admin","47292","1764141031"
"Saraburi","Saraburi","14.5304","100.8800","Thailand","TH","THA","Sara Buri","admin","70769","1764111243"
"Khorugh","Khorugh","37.4875","71.5476","Tajikistan","TJ","TJK","Kŭhistoni Badakhshon","admin","30000","1762114045"
"Qurghonteppa","Qurghonteppa","37.8373","68.7713","Tajikistan","TJ","TJK","Khatlon","admin","311574","1762998971"
"Kulob","Kulob","37.9212","69.7757","Tajikistan","TJ","TJK","Khatlon","minor","115164","1762798596"
"Konibodom","Konibodom","40.2922","70.4272","Tajikistan","TJ","TJK","Sughd","minor","259876","1762140294"
"Khujand","Khujand","40.2900","69.6199","Tajikistan","TJ","TJK","Sughd","admin","437684","1762372787"
"Uroteppa","Uroteppa","39.9219","69.0015","Tajikistan","TJ","TJK","Sughd","minor","156621","1762380072"
"Dushanbe","Dushanbe","38.5600","68.7739","Tajikistan","TJ","TJK","Dushanbe","primary","1086244","1762930616"
"Kuybyshevskiy","Kuybyshevskiy","37.9794","68.6890","Tajikistan","TJ","TJK","Khatlon","minor","8925","1762589864"
"Dili","Dili","-8.5594","125.5795","Timor-Leste","TL","TLS","Díli","primary","234331","1626308942"
