COMPANY NAME,INDUSTRY,ADDRESS,CITY,STATE,ZIP,COUNTY,number,WEBSITE URL,CEO,CONTACT TITLE,NUMBER OF EMPLOYEES,EMPLOYEE SIZE,SALES,SALES RANGE,SIC CODE,SIC DESCRIPTION,NAICS CODE,LATITUDE,LONGITUDE
"Cheniere Energy, Inc. Common Stock",Professional Services,13048 Woodcock Avenue,Sylmar,CA,91342,Los Angeles,214-808-1349,arpnetworks.com,,,,4-Jan,,"$100,000 - $500,000",8712,Architectural Services,541310,34.306083,118.455597
LinkedIn Corporation Class A Common Stock,Insurance,3196 Crow Canyon Place # 120,San Ramon,CA,94583,Contra Costa,214-808-1350,farmersagent.com/jcarlson28,Jason Carlson,Owner,,4-Jan,,"$100,000 - $500,000",6411,"Insurance Agents, Brokers, and Service",524210,37.777031,121.972459
Lindsay Corporation Common Stock,Real Estate,899 Stevens Avenue,Solana Beach,CA,92075,San Diego,214-808-1351,equityapartments.com,James Peterson,Manager,4,,792000,,6513,Operators of Apartment Buildings,531110,32.984032,117.25962
Alliant Energy Corporation Common Stock,Professional Services,5176 Candlewood St # 9g,Lakewood,CA,90712,Los Angeles,682-632-5993,driverstuwilliams.com,Kyle Driver,,,4-Jan,,"$100,000 - $500,000",8721,"Accounting, Auditing, and Bookkeeping Services",541211,33.853544,118.133016
"Lorillard, Inc Common Stock",Professional Services,2231 Coy Avenue,Bakersfield,CA,93307,Kern,214-808-1299,krazan.com,Dean Alexander,President,6,,1056000,,8748,"Business Consulting Services, NEC",541711,35.323257,118.99972
"LifeLock, Inc. Common Stock",Other Business Services,6772 Greenleaf Ave,Whittier,CA,90601,Los Angeles,214-808-1300,locksmith-los-alamitos.com,,,,4-Jan,,Unknown,,"Business Services, NEC",,33.979501,118.0370973
"Comstock Mining, Inc. Common Stock",Real Estate,2827 Camino Del Rio South # 301,San Diego,CA,92108,San Diego,918-354-9032,heffins.com,Shawn Heffernan,Owner,,4-Jan,,Unknown,6512,Operators of Nonresidential Buildings,523930,32.770937,117.134059
"Lazard World Dividend & Income Fund, Inc. Common Stock",Legal,1306 South Victoria Avenue # 125,Ventura,CA,93003,Ventura,918-354-9033,venturadui.com,Steven Powell,Partner,3,,501000,,8111,Legal Services,541110,34.26331,119.21209
"Spark Networks, Inc. Common Stock",Real Estate,4137 Viaduct Marina,Marina Del Rey,CA,90292,Los Angeles,918-354-9034,oakwood.com,Oakwood Kornblugh,Manager,70,,13860000,,6513,Operators of Apartment Buildings,531210,33.982544,118.461105
"Lowe's Companies, Inc. Common Stock",Professional Services,1027 Bridgeway # 431,Sausalito,CA,94965,Marin,918-354-9035,unspoken.com,Steven Lee Ulrich,,2,,460000,,8742,Management Consulting Services,541611,37.40685001,122.2266384
SPDR MSCI ACWI Low Carbon Target ETF,Other Business Services,1886 El  Camino Real #55,Burlingame,CA,94010,San Mateo,918-354-9036,abcservicesssf.com,Claudia Giraldo,,,4-Jan,,Unknown,,"Business Services, NEC",,37.41483914,122.2310898
Dorian LPG Ltd. Common Stock,Printing & Publishing,9826 Baseline Road,Alta Loma,CA,91701,San Bernardino,214-808-1414,dmjsystems.com,DAVID JOHNS,,,4-Jan,,"$100,000 - $500,026",,"Commercial Printing, Lithographic",,34.1227017,117.5903719
"Laredo Petroleum, Inc. Common Stock",Professional Services,1756 Highway 89,Tahoe City,CA,96145,Placer,214-808-1415,sierrasheetmetalandheating.com,Jim Casey,Owner,9,,1431000,,8748,"Business Consulting Services, NEC",541330,39.17433,120.1561
"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",Other Business Services,PO Box 789,Menlo Park,CA,94026,,214-808-1416,happyspacessf.com,Natalia Mulholland,,,4-Jan,,Unknown,,"Business Services, NEC",,37.47843933,122.43
Liberty Property Trust,Other Business Services,10887 Cherry St Ste 201,Los Alamitos,CA,90720,Orange,214-808-1417,medpromedicaltesting.com/,MedPro Testing Services,,,4-Jan,,Unknown,,"Business Services, NEC",,33.804668,118.0686032
Louisiana,Other Business Services,1314 Kifer Rd. Suite 203,Sunnyvale,CA,94086,Santa Clara,214-808-1418,aitech-usa.com,Shanny Wang,,,4-Jan,,Unknown,,"Business Services, NEC",,37.372724,121.990175
La Quinta Holdings Inc. Common Stock,Other Business Services,2551 N McCall Ave,Sanger,CA,93657,Fresno,214-808-1419,woodspest.com/,Greg Cook,Owner,,4-Jan,,"$100,000 - $500,000",,Disinfecting and Pest Control Services,,36.7724535,119.611562
iShares iBoxx $ Investment Grade Corporate Bond ETF,Other Business Services,40636 County Center Drive,Temecula,CA,92591,Riverside,918-354-8924,staffmark.com,,,,4-Jan,,"$100,000 - $500,000",7361,Employment Agencies,561311,33.2293674,117.1594
iShares Interest Rate Hedged Corporate Bond ETF,Professional Services,7103 Orangewood Avenue # 112,Garden Grove,CA,92841,Orange,214-808-1286,hrnetworkinc.com,Audrianne Adams-Lee,Owner,5,,850000,,8742,Management Consulting Services,541612,33.2338804,118.1289165
"LRR Energy, L.P. Common Units Representing Limited Partner Interests",Legal,541 South Figueroa St # 1515,Los Angeles,CA,90071,Los Angeles,682-632-5993,hpdlegal.net,Robert Prata,Manager,5,,835000,,8111,Legal Services,541110,34.052092,118.1313938
K12 Inc Common Stock,Real Estate,2117 Rose St,Berkeley,CA,94709,Alameda,214-808-1423,gordoncommercial.com,John Gordon,Owner,4,,536000,,6531,Real Estate Agents and Managers,531210,37.88225,122.27055
HSBC Global Absolute Limited ELEMENTS S&P CTI Index ETN,Printing & Publishing,21826 Oxnard St # 250,Woodland Hills,CA,91367,Los Angeles,214-808-1424,penton.com,Hershal Sarbin,,,4-Jan,,Unknown,2721,"Periodicals: Publishing, or Publishing and Printing",511120,,
Lake Shore Gold Corp Ordinary Shares (Canada),Real Estate,4642 Collwood Lane,San Diego,CA,92115,San Diego,214-808-1425,propertysandiego.com,,,,4-Jan,,"$100,000 - $500,000",6512,Operators of Nonresidential Buildings,531312,32.767203,117.084893
iPath Pure Beta Livestock ETN,Other Business Services,359 Washington Boulevard # 360,Marina Del Rey,CA,90292,Los Angeles,214-808-1426,familyentertainment.biz,Kermit Murray,Owner,3,,1038000,,7389,"Business Services, NEC",454390,33.98147,118.46402
"LTC Properties, Inc. Common Stock",Advertising & Marketing,7388 Mannix Court,San Diego,CA,92129,San Diego,214-808-1427,mynextsign.com,Ong Yang,Owner,,4-Jan,,"$100,000 - $500,000",3993,Signs and Advertising Specialties,339950,32.938857,117.163849
ProShares Ultra Telecommunications ProShares,Printing & Publishing,2843 West Magnolia Boulevard,Burbank,CA,91505,Los Angeles,214-808-1428,hayescoprinting.com,Dan Sumner,President,5,,715000,,2752,"Commercial Printing, Lithographic",323111,34.17095,118.33893
Life Time Fitness Common Stock,Real Estate,947 East Hillsdale Boulevard,San Mateo,CA,94404,San Mateo,512-343-4549,waxcenter.com/ca-foster-city,,,,4-Jan,,"$1,000,000 - $2,500,026",6512,Operators of Nonresidential Buildings,531120,37.55621,122.27544
Pimco 15  Year U.S. TIPS Index Exchange,Printing & Publishing,3626 American River Drive # 203,Sacramento,CA,95864,Sacramento,512-343-4550,mazzetti.com,Bill Mazzetti,,10,,2070000,,7363,Help Supply Services,561320,38.569955,121.380945
Ladenburg Thalmann Financial Services Inc Common Stock,Real Estate,P.O. Box 57-2491,Tarzana,CA,91357,,682-632-5993,shcommercialrealestate.com,Susan (Sue) Horowitz,,,4-Jan,,Unknown,,Real Estate Agents and Managers,,33.7918003,118.2315573
"Ladenburg Thalmann Financial Services Inc 8.00% Series A Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per share",Other Business Services,1038 South Wall Street,Los Angeles,CA,90015,Los Angeles,512-343-4552,musadirect.com,James Bae,,3,,2697000,,,"Business Services, NEC",,34.9141983,118.25355
"Luby's, Inc. Common Stock",Other Business Services,104 ilex drive,Newbury Park,CA,91320,Ventura,512-343-4553,ultimizer.net,Monica Vernon,,,4-Jan,,Unknown,,"Business Services, NEC",,34.9317719,118.926957
Leucadia National Corporation Common Stock,Professional Services,4136 Palisades Road,San Diego,CA,92116,San Diego,682-632-5993,freibergs.com,Patti Cipro,Manager,,4-Jan,,$500.000 - $999.1025,8741,Management Services,541618,32.774934,117.1041866
Southwest Airlines Company Common Stock,Other Business Services,2088 Business Center Drive #140,Irvine,CA,92612,Orange,512-343-4555,skylinerecoveryllc.com,keng kasn,,,4-Jan,,Unknown,,"Business Services, NEC",,33.67899,117.1063977
"Luxottica Group, S.p.A. Common Stock",Legal,130 15th St,West Sacramento,CA,95691,Yolo,512-343-4556,apfss.com,Loriann Calles,Owner,8,,3248000,,8111,Legal Services,517919,38.57147,121.5275
Guggenheim Global Dividend Opportunities Index ETF,Other Business Services,651 Broadway,San Diego,CA,92101,San Diego,682-632-5993,altaplanning.com,Sherry Ryan,Manager,,4-Jan,,$500.000 - $999.1025,7389,"Business Services, NEC",541410,32.715681,117.15927
"Level 3 Communications, Inc. Common Stock",Other Business Services,15286 Ventura Boulevard # 1150,Sherman Oaks,CA,91403,Los Angeles,512-343-4531,spherion.com,,,,4-Jan,,"$100,000 - $500,026",7361,Employment Agencies,561311,34.153682,118.46598
Las Vegas Sands Corp. Common Stock,Insurance,9642 Schlitz Road,Phelan,CA,92371,San Bernardino,214-808-1358,deliveringonthepromise.com/rdemarco,Robin DeMarco,,,4-Jan,,"$1,000,000 - $2,500,026",,Hospital and Medical Service Plans,,34.42507,117.53431
SPDR Barclays Long Term Corporate Bond ETF (based on Barclays Capital Long U.S. Corporate Index symbol,Other Business Services,25902 The Old Rd. #179,Stevenson Ranch,CA,91381,Los Angeles,214-808-1359,jesusarteaga.com,Jesus Arteaga,,,4-Jan,,Unknown,,"Business Services, NEC",,34.39208,118.1507846
Luxfer Holdings PLC American Depositary Shares (each representing one,Media,3626 West Magnolia Boulevard,Burbank,CA,91505,Los Angeles,214-808-1360,lastudios.info,Helgar Pedrini,,,4-Jan,,"$1,000,000 - $2,500,026",7812,Motion Picture and Video Tape Production,512110,34.167992,118.1536733
"Luxoft Holding, Inc. Class A Ordinary Shares",Professional Services,1167 Scenic Drive # 100,Modesto,CA,95350,Stanislaus,214-808-1315,athertoncpas.com,Linda Stanley,,22,,3806000,,8721,"Accounting, Auditing, and Bookkeeping Services",541211,37.648274,120.97786
"Lexmark International, Inc. Common Stock",Warehousing & Storage,1872 South 4th St,El Centro,CA,92243,Imperial,214-808-1316,elcentrointerstate.com,Steve Gray,Owner,,4-Jan,,"$100,000 - $500,000",4225,General Warehousing and Storage,531130,32.77709,115.5525
Lexington Realty Trust Common Stock,Legal,715 North Arrowhead Avenue,San Bernardino,CA,92401,San Bernardino,214-808-1317,robertgrantlaw.com,Robert Grant,Owner,,4-Jan,,"$100,000 - $500,000",8111,Legal Services,541110,34.112,117.2924
Lexington Realty Trust  Preferred Conv. Series C,Other Business Services,1428 E. Juana,San Leandro,CA,94577,Alameda,918-354-8976,ghaspwaterdamagerestoration.com/mold-testing/ca/mold-inspection-in-san-leandro-ca/,Terrence Gentry,,,4-Jan,,Unknown,,"Business Services, NEC",,37.72996,122.13402
"LSB Industries, Inc. Common Stock",Legal,454 Yale Avenue,Claremont,CA,91711,Los Angeles,918-354-8977,paulbrisson.com,Paul Brisson,,,4-Jan,,Unknown,,Legal Services,,34.09795,117.71815
LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Professional Services,2861 North Naomi St,Burbank,CA,91504,Los Angeles,918-354-8978,aetlab.com,Cyrus Razmara,Executive Director,35,,5005000,,8734,Testing Laboratories,541380,34.20341,118.3402
Lloyds Banking Group Plc American Depositary Shares,Professional Services,32004 Hilltop Boulevard # D,Running Springs,CA,92382,San Bernardino,214-808-1348,brsltd.org,Victor Cintron,CEO,,4-Jan,,Unknown,8734,Testing Laboratories,541380,34.2055,117.10621
"Lloyds Banking Group Plc 7.75% Public Income NotES (PINES) due July 15, 2050",Advertising & Marketing,2857 F St,Eureka,CA,95501,Humboldt,214-808-1349,coxrasmussen.com,Alicia Cox,Owner,5,,1045000,,7311,Advertising Agencies,541810,40.785,124.16391
"Live Nation Entertainment, Inc. Common Stock",Professional Services,5330 Betsy Ross Drive,Santa Clara,CA,95054,Santa Clara,214-808-1350,promo-line.com,Aldad Matityahu,Owner,50,,10500000,,8743,Public Relations Services,237130,37.407391,121.2939669
La,Insurance,682 University Avenue,Sacramento,CA,95825,Sacramento,214-808-1351,perryfn.com,Jeff Perry,President,10,,1960000,,6411,"Insurance Agents, Brokers, and Service",524210,38.567145,121.2995925
Macy's Inc Common Stock,Other Business Services,14027 Jamboree Road,Irvine,CA,92606,Orange,682-632-5993,irvinecompany.com,,,,4-Jan,,$500.000 - $999.1026,7361,Employment Agencies,561311,33.1529744,117.3836532
Mastercard Incorporated Common Stock,Other Business Services,4597 Eucalyptus Avenue,Chino,CA,91710,San Bernardino,214-808-1299,rainchainsworld.com,Junelia Dicousta,,,4-Jan,,Unknown,,"Business Services, NEC",,33.1556741,117.3909052
Mid,Other Business Services,338 California St # 400,San Francisco,CA,94104,San Francisco,214-808-1300,jmoorepartners.com,James A Moore,,,4-Jan,,"$100,000 - $500,027",7389,"Business Services, NEC",522320,37.793143,122.400165
"Eaton Vance Massachusetts Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",Professional Services,3679 Viaduct Lujosa,Escondido,CA,92025,San Diego,918-354-9032,resourcetrends.com,John Ruetten,,1,,135000,,8748,"Business Consulting Services, NEC",541910,33.070403,117.047923
Macerich Company (The) Common Stock,Real Estate,357 Pythian Road,Santa Rosa,CA,95409,Sonoma,918-354-9033,torvickrealestate.com,Kathy Torvick,President,2,,268000,,6531,Real Estate Agents and Managers,531210,38.43031,122.58232
Main Street Capital Corporation Common Stock,Legal,127 West San Fernando St # 300,San Jose,CA,95113,Santa Clara,918-354-9034,zilkakotab.com,Dominic Kotab,,2,,334000,,8111,Legal Services,541110,37.11198006,121.552254
ManpowerGroup Common Stock,Legal,15727 Winchester Boulevard,Los Gatos,CA,95030,Santa Clara,918-354-9035,receiversinc.com,Gregory Sterling,Owner,2,,334000,,8111,Legal Services,541110,37.11404759,121.560831
Manchester United Ltd. Class A Ordinary Shares,Other Business Services,4527 Woodman Ave. Suite A,Sherman Oaks,CA,91423,Los Angeles,918-354-9036,ziegelgroup.com,Ziegel Group,,,4-Jan,,Unknown,,"Business Services, NEC",,34.1530885,118.4308656
Masco Corporation Common Stock,Other Business Services,275 Rickenbacker Circle,Livermore,CA,94551,Alameda,214-808-1414,clarkpest.com,Dave Erichsen,,,4-Jan,,Unknown,7342,Disinfecting and Pest Control Services,561710,37.691869,121.80404
Meidell Tactical Advantage ETF,Legal,8938 Research Drive,Irvine,CA,92618,Orange,214-808-1415,shimokaji.com,Michael Shimokaji,Owner,,4-Jan,,$500.000 - $999.1026,8111,Legal Services,541110,33.64294,117.738
Direxion Daily Basic Materials Bull 3X Shares,Professional Services,4297 North Blackstone Avenue # 110,Fresno,CA,93726,Fresno,214-808-1416,chcfresno.org,John Shore,Executive Director,,4-Jan,,"$1,000,000 - $2,500,027",8748,"Business Consulting Services, NEC",531390,36.795313,119.790439
"Matson, Inc. Common Stock",Other Business Services,27727 Medical Center Road,Mission Viejo,CA,92691,Orange,214-808-1417,mission4health.com,Richard Kozak,,2000,,212000000,,7389,"Business Services, NEC",561499,33.56211,117.67
Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest,Professional Services,13728 Riverside Drive # 604,Sherman Oaks,CA,91423,Los Angeles,214-808-1418,levineandassociates.com,Larry Levine,Owner,2,,420000,,8743,Public Relations Services,541820,34.157693,118.431326
iShares MBS ETF,Printing & Publishing,12427 High Bluff Drive # 100,San Diego,CA,92130,San Diego,214-808-1419,amnhealthcare.com,Susan Salka,CEO,1700,,705843000,,7363,Help Supply Services,561330,32.9449,117.24085
SPDR Barclays Mortgage Backed Bond ETF,Legal,3446 West Shaw Avenue,Fresno,CA,93711,Fresno,918-354-8924,gltlaw.com,Gerald Lee Tahajian,,9,,1503000,,8111,Legal Services,541110,36.8084,119.85445
MBIA Inc. Common Stock,Professional Services,"1057 15th Street, Suite 100",Sacramento,CA,95814,Sacramento,214-808-1286,adt.com,Florene Barefield,,,4-Jan,,Unknown,,"Business Consulting Services, NEC",,33.75782937,117.114
Mobileye N.V. Ordinary Shares,Other Business Services,728 First Ave.,Sunnyvale,CA,94089,Santa Clara,682-632-5993,justmyweight.com,Craig Depew,,,4-Jan,,Unknown,,"Business Services, NEC",,37.845463,122.01844
Mobile TeleSystems OJSC,Other Business Services,952 Blcaom Hill Road # 1525,San Jose,CA,95123,Santa Clara,214-808-1423,ethanallen.com,Richard Bloomfield,,20,,6120000,,7389,"Business Services, NEC",541410,37.861888,121.862905
Moelis & Company Class A Common Stock,Transportation & Shipping,2585 Merced Avenue,South El Monte,CA,91733,Los Angeles,214-808-1424,vulcan.com,Joe Garbiero,Owner,,4-Jan,,"$1,000,000 - $2,500,000",3592,"Carburetors, Pistons, Piston Rings, and Valves",332710,34.05916,118.05125
"Blackrock MuniYield California Quality Fund, Inc. Common Stock",Other Business Services,936 North Sepulveda Boulevard,El Segundo,CA,90245,Los Angeles,214-808-1425,loanapp.com,Monica Lezama,,,4-Jan,0,"$1,000,000 - $2,500,000",7389,"Business Services, NEC",561499,33.930088,118.39625
Medley Capital Corporation Common Stock,Legal,427 South Hope St # 1060,Los Angeles,CA,90071,Los Angeles,214-808-1426,omm.com,Gina Marie Durham,,1500,,0,"$100,000 - $500,027",8111,Legal Services,541110,34.052214,118.253655
McDonald's Corporation Common Stock,Printing & Publishing,9867 Sixth St.,Rancho Cucamonga,CA,91730,San Bernardino,214-808-1427,safariprinting.com,Shelley Drummond,,2,,414000,,,Printing and Writing Paper,,34.0859906,117.3031056
Contango Oil & Gas Company Common Stock,Legal,Po Box 1927,Redlands,CA,92373,San Bernardino,214-808-1428,waynejohnsonlaw.com,Wayne Johnson,Owner,2,,334000,,8111,Legal Services,541110,34.03424,117.3088279
iShares MSCI China ETF,Legal,187 West Santa Clara St # 1050,San Jose,CA,95113,Santa Clara,512-343-4549,businessandtechnologylawgroup.com,Stephen Hollman,,6,,1002000,,8111,Legal Services,541110,37.3352,121.89331
Babson Capital Corporate Investors Common Stock,Other Business Services,"1068 n ogden dr #1, West Holly",Lee Vining,CA,93541,Mono,512-343-4550,laxlegacylimo.com/,Mehdi Nadifi,,,4-Jan,,Unknown,,"Business Services, NEC",,38.0407591,119.1445976
McKesson Corporation Common Stock,Other Business Services,438 Lewis Rd. #190,San Jose,CA,95111,Santa Clara,682-632-5993,quantumleapdatarecovery.com/california/data-recovery-in-san-jose-ca/,Amal Monroe,,,4-Jan,,Unknown,,"Business Services, NEC",,37.29745,121.84196
Madison Covered Call & Equity Strategy Fund Common Stock,Professional Services,5657 Cerritos Avenue,Cypress,CA,90630,Orange,512-343-4552,wcct.com,Kenneth Kim,,,4-Jan,,"$100,000 - $500,000",8731,Commercial Physical and Biological Research,541712,33.81012,118.034041
