,LOAN IDENTIFIER,CURRENT DQ STATUS,ORIGINATION CHANNEL,SELLER NAME,ORIGINAL INTEREST RATE,ORIGINAL UPB,ORIGINAL LOAN TERM,ORIGINATION DATE,FIRST PAYMENT DATE,ORIGINAL LOAN-TO-VALUE (LTV),ORIGINAL COMBINED LOAN-TO-VALUE (CLTV),NUMBER OF BORROWERS,ORIGINAL DEBT TO INCOME RATIO,BORROWER CREDIT SCORE AT ORIGINATION,FIRST TIME HOME BUYER INDICATOR,LOAN PURPOSE,PROPERTY TYPE,NUMBER OF UNITS,OCCUPANCY TYPE,PROPERTY STATE,ZIP CODE SHORT,PRIMARY MORTGAGE INSURANCE PERCENT,PRODUCT TYPE,CO-BORROWER CREDIT SCORE AT ORIGINATION,MORTGAGE INSURANCE TYPE,RELOCATION MORTGAGE INDICATOR
10541776,721237128263,0,R,OTHER,4.0,77000,360,01/2015,03/2015,75,75,2,24.0,808.0,N,P,SF,1,S,WI,530,,FRM,800.0,,N
5137753,404147224789,0,B,OTHER,4.0,417000,360,01/2015,03/2015,80,80,2,19.0,798.0,Y,P,SF,1,P,NY,105,,FRM,813.0,,N
3717376,320067540356,0,C,OTHER,3.75,282000,360,01/2015,04/2015,74,74,2,28.0,813.0,N,R,PU,1,P,MO,630,,FRM,799.0,,N
9586334,665159750731,0,R,"WELLS FARGO BANK, N.A.",4.25,91000,360,11/2014,01/2015,75,75,2,18.0,789.0,N,P,PU,1,I,TX,761,,FRM,785.0,,N
11355773,769512253881,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.0,556000,360,01/2015,03/2015,80,80,1,23.0,719.0,N,P,CP,1,P,NY,100,,FRM,,,N
7512185,544437327318,0,R,OTHER,4.0,615000,360,03/2015,05/2015,69,69,1,39.0,763.0,N,R,SF,1,P,CA,950,,FRM,,,N
11828994,797067174407,0,R,OTHER,3.75,68000,180,12/2014,03/2015,32,32,2,42.0,813.0,N,R,PU,1,I,AZ,852,,FRM,820.0,,N
6491603,484458427173,0,R,OTHER,4.125,63000,120,02/2015,04/2015,65,65,2,38.0,733.0,N,R,MH,1,P,NC,272,,FRM,777.0,,N
9553806,663206863727,0,C,"FLAGSTAR BANK, FSB",4.25,162000,360,12/2014,02/2015,85,85,1,43.0,794.0,N,C,SF,1,P,OR,972,12.0,FRM,,1.0,N
9073790,635124568913,0,R,OTHER,4.125,320000,360,12/2014,02/2015,80,80,1,28.0,790.0,N,R,SF,1,P,CA,956,,FRM,,,N
4863533,387921284500,0,R,OTHER,3.875,229000,360,01/2015,03/2015,95,95,2,42.0,698.0,Y,P,PU,1,P,IL,600,30.0,FRM,790.0,1.0,N
12432626,833074239810,0,R,OTHER,3.375,156000,180,02/2015,04/2015,79,79,1,44.0,785.0,N,C,SF,1,P,PA,173,,FRM,,,N
14035914,926703395116,0,R,OTHER,3.875,176000,360,02/2015,04/2015,90,90,2,37.0,761.0,N,P,CO,1,S,TX,787,25.0,FRM,768.0,1.0,N
6378414,477703827190,1,R,QUICKEN LOANS INC.,4.5,126000,300,02/2015,04/2015,90,90,1,44.0,681.0,Y,P,SF,1,P,VA,234,25.0,FRM,,1.0,N
2479754,247266208721,1,R,OTHER,4.375,255000,360,01/2015,03/2015,39,39,1,44.0,678.0,N,C,SF,2,I,NY,112,,FRM,,,N
2639844,256793877688,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.5,132000,180,12/2014,02/2015,80,80,1,33.0,736.0,N,R,PU,1,P,TX,775,,FRM,,,N
3508858,307675740728,0,R,QUICKEN LOANS INC.,4.55,238000,360,02/2015,05/2015,54,54,1,40.0,658.0,N,C,SF,1,P,OR,973,,FRM,,,N
14161445,934045853135,0,R,OTHER,4.0,336000,360,12/2014,02/2015,78,78,2,22.0,789.0,N,R,SF,1,P,IL,604,,FRM,809.0,,N
6477348,483614256704,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.5,127000,180,01/2015,03/2015,77,77,2,15.0,813.0,N,R,SF,1,P,OH,453,,FRM,790.0,,N
6083824,460271272142,0,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.375,80000,360,01/2015,03/2015,60,60,1,39.0,685.0,N,C,SF,1,P,TX,750,,FRM,,,N
630722,137838979142,0,R,OTHER,3.625,128000,360,02/2015,04/2015,74,74,1,22.0,797.0,N,R,SF,1,P,WI,530,,FRM,,,N
1492961,188571836335,0,R,OTHER,4.75,179000,240,12/2014,01/2015,70,70,1,37.0,775.0,N,C,SF,2,I,MA,26,,FRM,,,N
6486203,484145417495,0,R,OTHER,3.875,100000,360,01/2015,04/2015,48,48,1,29.0,629.0,N,C,SF,1,P,VA,225,,FRM,,,N
9878178,682245989461,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.25,120000,120,01/2015,03/2015,58,58,1,38.0,678.0,N,R,SF,1,P,IL,617,,FRM,,,N
8005854,572706439069,0,C,"WELLS FARGO BANK, N.A.",4.375,103000,360,12/2014,02/2015,80,90,2,31.0,787.0,Y,P,SF,1,P,OK,735,,FRM,765.0,,N
11739066,791822761862,0,R,QUICKEN LOANS INC.,3.99,100000,180,03/2015,05/2015,34,34,2,37.0,788.0,N,C,PU,1,P,TX,773,,FRM,799.0,,N
10710324,731051800956,0,B,OTHER,3.875,387000,360,01/2015,03/2015,85,85,1,37.0,712.0,Y,P,SF,1,P,CA,908,12.0,FRM,,1.0,N
13394756,889140156798,0,C,"STEARNS LENDING, LLC",3.875,231000,360,02/2015,04/2015,95,95,1,26.0,783.0,N,R,CO,1,P,IL,606,30.0,FRM,,1.0,N
1400321,182994734068,0,B,OTHER,4.75,376000,360,02/2015,04/2015,90,90,1,44.0,699.0,N,R,SF,1,P,IL,605,25.0,FRM,,2.0,N
2612753,255217162341,0,R,QUICKEN LOANS INC.,4.55,99000,360,01/2015,03/2015,80,80,1,45.0,694.0,Y,P,CO,1,P,NC,275,,FRM,,,N
14426178,949722220949,0,R,"WELLS FARGO BANK, N.A.",3.25,100000,180,02/2015,04/2015,54,54,2,40.0,809.0,N,P,SF,1,P,IA,503,,FRM,805.0,,N
6896155,508260678454,0,R,OTHER,4.0,80000,180,12/2014,02/2015,56,56,2,32.0,716.0,N,P,PU,1,I,TX,754,,FRM,809.0,,N
3975224,335243626057,0,C,OTHER,4.375,130000,360,10/2014,12/2014,84,84,1,40.0,699.0,N,R,PU,1,P,MS,390,12.0,FRM,,1.0,N
10367048,710738884064,0,R,OTHER,4.25,50000,360,01/2015,03/2015,80,80,1,29.0,684.0,N,C,SF,1,P,NC,273,,FRM,,,N
11716352,790528292413,0,R,OTHER,3.625,207000,360,02/2015,04/2015,55,55,1,21.0,802.0,N,P,PU,1,P,AZ,852,,FRM,,,N
5941591,451925501602,0,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.375,180000,360,12/2014,02/2015,80,80,2,37.0,692.0,N,C,SF,1,P,OR,971,,FRM,737.0,,N
13595152,900970268225,X,R,OTHER,4.125,270000,360,01/2015,03/2015,63,63,1,40.0,702.0,N,C,SF,1,P,CO,808,,FRM,,,N
9519514,661121811123,0,R,OTHER,4.0,43000,180,12/2014,01/2015,28,28,2,24.0,810.0,N,P,SF,1,P,NE,686,,FRM,810.0,,N
12880227,859086423410,0,R,OTHER,3.25,169000,180,02/2015,04/2015,66,66,1,28.0,765.0,N,R,PU,1,I,TX,750,,FRM,,,N
13485389,894490661796,0,C,"NATIONSTAR MORTGAGE, LLC",3.875,164000,360,01/2015,03/2015,73,73,2,25.0,770.0,Y,P,PU,1,P,TX,787,,FRM,682.0,,N
4626429,373758224925,0,R,OTHER,4.125,85000,360,12/2014,02/2015,63,63,2,10.0,771.0,N,R,CO,1,P,LA,700,,FRM,745.0,,N
8435515,598117636868,0,R,QUICKEN LOANS INC.,4.25,184000,240,03/2015,05/2015,80,80,1,35.0,725.0,N,C,PU,1,P,OH,441,,FRM,,,N
12937098,862349227899,0,R,OTHER,4.125,417000,360,12/2014,02/2015,68,68,2,37.0,784.0,N,C,SF,1,P,VA,221,,FRM,789.0,,N
1366225,181065352292,0,C,"WELLS FARGO BANK, N.A.",3.875,275000,360,01/2015,03/2015,59,59,2,38.0,807.0,N,C,SF,1,P,CO,800,,FRM,802.0,,N
991,100072001017,0,R,"WELLS FARGO BANK, N.A.",4.125,230000,360,12/2014,02/2015,80,80,2,34.0,788.0,Y,P,PU,1,P,AZ,850,,FRM,784.0,,N
11297754,765997776093,0,B,OTHER,3.75,400000,360,02/2015,04/2015,80,80,1,33.0,803.0,N,R,PU,1,P,CA,926,,FRM,,,N
114859,107061578556,0,R,OTHER,3.125,230000,180,02/2015,04/2015,23,23,1,23.0,813.0,N,C,SF,1,P,OR,971,,FRM,,,N
8638856,609846751407,0,C,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.75,60000,360,12/2014,02/2015,70,70,2,26.0,722.0,N,P,SF,2,I,FL,339,,FRM,709.0,,N
863835,151322763839,0,R,OTHER,4.125,158000,360,02/2015,04/2015,80,80,2,42.0,710.0,Y,P,SF,1,P,WA,984,,FRM,799.0,,N
8470386,600157586147,0,R,OTHER,4.0,286000,360,02/2015,04/2015,95,95,2,24.0,767.0,N,P,PU,1,P,KY,402,30.0,FRM,737.0,1.0,N
13903557,918949813759,0,C,OTHER,3.125,149000,180,02/2015,04/2015,76,76,2,31.0,757.0,N,C,SF,1,P,WA,992,,FRM,757.0,,N
15252406,998652091706,0,R,OTHER,4.75,270000,360,01/2015,03/2015,75,75,2,45.0,712.0,N,C,SF,1,I,CA,954,,FRM,809.0,,N
646863,138728859736,0,R,OTHER,4.125,165000,360,12/2014,02/2015,77,77,1,38.0,714.0,N,C,SF,1,P,UT,840,,FRM,,,N
