Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
5000,2019-01-02,Debt consolidation,,32.84%,432xx,OH,< 1 year,0
1500,2019-01-02,Credit card refinancing,,24.2%,600xx,IL,< 1 year,0
15000,2019-01-02,Debt consolidation,,26.43%,919xx,CA,< 1 year,0
1000,2019-01-02,Debt consolidation,,42.95%,622xx,IL,< 1 year,0
1000,2019-01-02,Debt consolidation,,37.13%,456xx,OH,1 year,0
13000,2019-01-02,Credit card refinancing,,64.57%,395xx,MS,< 1 year,0
15000,2019-01-02,Debt consolidation,,39.78%,640xx,MO,< 1 year,0
20000,2019-01-02,Home buying,,2.7%,802xx,CO,< 1 year,0
12000,2019-01-02,Debt consolidation,,31.75%,787xx,TX,< 1 year,0
20000,2019-01-02,Debt consolidation,,39.06%,452xx,OH,< 1 year,0
1000,2019-01-02,Other,,18.25%,190xx,PA,< 1 year,0
2775,2019-01-02,Home improvement,,13.36%,294xx,SC,n/a,0
8500,2019-01-02,Debt consolidation,,21.79%,272xx,NC,n/a,0
10000,2019-01-02,Medical expenses,,22.93%,349xx,FL,< 1 year,0
13500,2019-01-02,Car financing,,1.03%,450xx,OH,< 1 year,0
30500,2019-01-02,Credit card refinancing,,21.63%,287xx,NC,< 1 year,0
15850,2019-01-02,Car financing,,100%,530xx,WI,< 1 year,0
10000,2019-01-02,Credit card refinancing,,22.71%,191xx,PA,< 1 year,0
7000,2019-01-02,Debt consolidation,,5.93%,303xx,GA,< 1 year,0
1000,2019-01-02,Debt consolidation,,3.9%,217xx,MD,4 years,0
20000,2019-01-02,Home buying,,100%,840xx,UT,< 1 year,0
19000,2019-01-02,Debt consolidation,,18.62%,970xx,OR,< 1 year,0
1000,2019-01-02,Other,608,20%,128xx,NY,< 1 year,0
3500,2019-01-02,Major purchase,,4.94%,082xx,NJ,< 1 year,0
6000,2019-01-02,Debt consolidation,,100%,770xx,TX,< 1 year,0
1000,2019-01-02,Other,,13.69%,155xx,PA,1 year,0
25000,2019-01-02,Debt consolidation,,43.96%,070xx,NJ,< 1 year,0
2500,2019-01-02,Debt consolidation,,11.97%,402xx,KY,n/a,0
2500,2019-01-02,Credit card refinancing,,10.42%,451xx,OH,< 1 year,0
1000,2019-01-02,Other,,100%,907xx,CA,< 1 year,0
1000,2019-01-02,Other,,0.9%,451xx,OH,3 years,0
2000,2019-01-02,Other,,8.26%,274xx,NC,< 1 year,0
10000,2019-01-02,Debt consolidation,,42.66%,131xx,NY,< 1 year,0
1000,2019-01-02,Debt consolidation,,30.78%,232xx,VA,< 1 year,0
22000,2019-01-02,Debt consolidation,,12.57%,100xx,NY,< 1 year,0
5000,2019-01-02,Other,,42.43%,023xx,MA,< 1 year,0
24000,2019-01-02,Debt consolidation,,31.63%,974xx,OR,< 1 year,0
10000,2019-01-02,Home improvement,,22.93%,125xx,NY,< 1 year,0
5500,2019-01-02,Home buying,,13.3%,482xx,MI,< 1 year,0
10000,2019-01-02,Other,,6.05%,700xx,LA,< 1 year,0
1000,2019-01-02,Debt consolidation,,2.6%,713xx,LA,1 year,0
2000,2019-01-02,Other,,18.92%,923xx,CA,< 1 year,0
5000,2019-01-02,Medical expenses,,5.72%,910xx,CA,< 1 year,0
8000,2019-01-02,Debt consolidation,,166.22%,030xx,NH,< 1 year,0
10000,2019-01-02,Debt consolidation,,25.2%,641xx,MO,< 1 year,0
25000,2019-01-02,Credit card refinancing,,24.92%,067xx,CT,< 1 year,0
10000,2019-01-02,Major purchase,,17.37%,065xx,CT,< 1 year,0
15000,2019-01-02,Debt consolidation,,19.02%,333xx,FL,< 1 year,0
5000,2019-01-02,Other,,75.3%,315xx,GA,< 1 year,0
10000,2019-01-02,Debt consolidation,,10.95%,797xx,TX,< 1 year,0
2000,2019-01-02,Other,,37.88%,298xx,SC,< 1 year,0
3900,2019-01-02,Debt consolidation,,100%,063xx,CT,< 1 year,0
2500,2019-01-02,Debt consolidation,,9.44%,337xx,FL,n/a,0
20000,2019-01-02,Other,,22.53%,010xx,MA,< 1 year,0
1500,2019-01-02,Debt consolidation,,28.17%,928xx,CA,< 1 year,0
3000,2019-01-02,Home improvement,,19.18%,223xx,VA,< 1 year,0
40000,2019-01-02,Debt consolidation,,28.57%,604xx,IL,< 1 year,0
1500,2019-01-02,Other,,8.61%,802xx,CO,< 1 year,0
15000,2019-01-02,Debt consolidation,,35.65%,310xx,GA,< 1 year,0
30000,2019-01-02,Other,,20.7%,301xx,GA,< 1 year,0
3000,2019-01-02,Other,,0.6%,334xx,FL,< 1 year,0
5000,2019-01-02,Medical expenses,,100%,228xx,VA,< 1 year,0
11000,2019-01-02,Debt consolidation,,3.8%,467xx,IN,< 1 year,0
10000,2019-01-02,Debt consolidation,,16.53%,208xx,MD,< 1 year,0
15000,2019-01-02,Credit card refinancing,,20.67%,601xx,IL,< 1 year,0
6000,2019-01-02,Home buying,,5.88%,630xx,MO,< 1 year,0
30000,2019-01-02,Home buying,,9.1%,843xx,UT,< 1 year,0
27000,2019-01-02,Credit card refinancing,,29.07%,530xx,WI,< 1 year,0
5000,2019-01-02,Debt consolidation,,116.6%,314xx,GA,5 years,0
5000,2019-01-02,Debt consolidation,,47.57%,900xx,CA,< 1 year,0
30000,2019-01-02,Debt consolidation,,21.97%,329xx,FL,< 1 year,0
5000,2019-01-02,Other,,25.96%,191xx,PA,< 1 year,0
1000,2019-01-02,Other,566,0.4%,462xx,IN,1 year,0
20000,2019-01-02,Car financing,,4.52%,913xx,CA,< 1 year,0
40000,2019-01-02,Business,,21.89%,285xx,NC,< 1 year,0
15000,2019-01-02,Debt consolidation,,100%,359xx,AL,< 1 year,0
2500,2019-01-02,Debt consolidation,,11%,450xx,OH,n/a,0
3000,2019-01-02,Medical expenses,,29.1%,201xx,VA,< 1 year,0
8225,2019-01-02,Home buying,,33.11%,436xx,OH,< 1 year,0
1000,2019-01-02,Other,628,0%,860xx,AZ,5 years,0
5000,2019-01-02,Medical expenses,,19.57%,602xx,IL,< 1 year,0
30000,2019-01-02,Debt consolidation,,22.11%,300xx,GA,< 1 year,0
10000,2019-01-02,Debt consolidation,,44.1%,553xx,MN,< 1 year,0
10000,2019-01-02,Debt consolidation,,45.55%,280xx,NC,< 1 year,0
20000,2019-01-02,Medical expenses,,19.4%,604xx,IL,< 1 year,0
6500,2019-01-02,Debt consolidation,,18.34%,441xx,OH,< 1 year,0
15000,2019-01-02,Debt consolidation,,46.56%,088xx,NJ,< 1 year,0
2500,2019-01-02,Debt consolidation,,15.8%,446xx,OH,< 1 year,0
9000,2019-01-02,Debt consolidation,,18.63%,217xx,MD,< 1 year,0
1000,2019-01-02,Other,,1.96%,541xx,WI,4 years,0
8000,2019-01-02,Medical expenses,,17.29%,410xx,KY,< 1 year,0
40000,2019-01-02,Debt consolidation,,31.31%,488xx,MI,< 1 year,0
5000,2019-01-02,Medical expenses,,4.32%,703xx,LA,< 1 year,0
10000,2019-01-02,Debt consolidation,,7.98%,945xx,CA,< 1 year,0
4750,2019-01-02,Debt consolidation,,0%,346xx,FL,5 years,0
40000,2019-01-02,Debt consolidation,,15.39%,044xx,ME,< 1 year,0
15000,2019-01-02,Debt consolidation,,87.96%,722xx,AR,< 1 year,0
20000,2019-01-02,Home improvement,,44.77%,201xx,VA,< 1 year,0
16000,2019-01-02,Major purchase,,14.54%,832xx,ID,< 1 year,0
10000,2019-01-02,Debt consolidation,,37.47%,300xx,GA,< 1 year,0
1000,2019-01-02,Debt consolidation,,3.41%,298xx,SC,< 1 year,0
15000,2019-01-02,Credit card refinancing,,43.52%,970xx,OR,< 1 year,0
40000,2019-01-02,Credit card refinancing,,43.6%,304xx,GA,< 1 year,0
35000,2019-01-02,Other,,0.7%,349xx,FL,< 1 year,0
5000,2019-01-02,Other,,100%,110xx,NY,1 year,0
10000,2019-01-02,Credit card refinancing,,17.52%,802xx,CO,< 1 year,0
10000,2019-01-02,Home improvement,,2.26%,751xx,TX,< 1 year,0
2500,2019-01-02,Other,,31.51%,770xx,TX,< 1 year,0
16500,2019-01-02,Debt consolidation,,24.59%,432xx,OH,< 1 year,0
10000,2019-01-02,Credit card refinancing,,9.72%,296xx,SC,< 1 year,0
1600,2019-01-02,Medical expenses,,21.01%,799xx,TX,< 1 year,0
20000,2019-01-02,Debt consolidation,,15.02%,532xx,WI,< 1 year,0
43275,2019-01-02,Car financing,,100%,704xx,LA,< 1 year,0
16000,2019-01-02,Home improvement,,15.36%,630xx,MO,< 1 year,0
10000,2019-01-02,Other,,35.17%,466xx,IN,< 1 year,0
14000,2019-01-02,Major purchase,,15.13%,378xx,TN,< 1 year,0
2500,2019-01-02,Car financing,,7.25%,362xx,AL,n/a,0
12000,2019-01-02,Home buying,,29.66%,291xx,SC,< 1 year,0
2500,2019-01-02,Debt consolidation,,25.16%,165xx,PA,< 1 year,0
20000,2019-01-02,Debt consolidation,,7.49%,339xx,FL,< 1 year,0
20000,2019-01-02,Other,,33.57%,232xx,VA,< 1 year,0
40000,2019-01-02,Debt consolidation,,21.56%,919xx,CA,< 1 year,0
5000,2019-01-02,Debt consolidation,,14.74%,383xx,TN,< 1 year,0
34500,2019-01-02,Debt consolidation,,40.62%,321xx,FL,< 1 year,0
10000,2019-01-02,Credit card refinancing,,38.86%,857xx,AZ,< 1 year,0
25000,2019-01-02,Credit card refinancing,,17.36%,986xx,WA,< 1 year,0
35000,2019-01-02,Other,,20.44%,349xx,FL,< 1 year,0
3500,2019-01-02,Debt consolidation,,19.71%,804xx,CO,< 1 year,0
2000,2019-01-02,Debt consolidation,,19.56%,750xx,TX,< 1 year,0
1500,2019-01-02,Other,,1%,305xx,GA,< 1 year,0
3000,2019-01-02,Other,,100%,395xx,CA,< 1 year,0
10000,2019-01-02,Debt consolidation,,13.59%,021xx,MA,< 1 year,0
1000,2019-01-02,Other,,26.77%,272xx,NC,5 years,0
15000,2019-01-02,Debt consolidation,,10.22%,707xx,LA,< 1 year,0
1500,2019-01-02,Other,,16.87%,751xx,TX,< 1 year,0
7000,2019-01-02,Credit card refinancing,,100%,023xx,MA,< 1 year,0
35000,2019-01-02,Debt consolidation,,37.51%,303xx,GA,< 1 year,0
10000,2019-01-02,Credit card refinancing,,34.16%,174xx,PA,< 1 year,0
20000,2019-01-02,Credit card refinancing,,9.21%,309xx,GA,< 1 year,0
10000,2019-01-02,Car financing,,1.27%,293xx,SC,5 years,0
3000,2019-01-02,Major purchase,,3.68%,721xx,AR,< 1 year,0
1000,2019-01-02,Other,,25.88%,875xx,NM,5 years,0
1000,2019-01-02,Other,,14.82%,760xx,TX,3 years,0
10000,2019-01-02,Credit card refinancing,,34.98%,021xx,MA,< 1 year,0
28100,2019-01-02,Credit card refinancing,,31.48%,300xx,GA,< 1 year,0
22000,2019-01-02,Credit card refinancing,,31.84%,451xx,OH,< 1 year,0
1000,2019-01-02,Other,,15.03%,754xx,TX,1 year,0
40000,2019-01-02,Car financing,,23.37%,080xx,NJ,< 1 year,0
40000,2019-01-02,Debt consolidation,,29.15%,051xx,VT,< 1 year,0
5000,2019-01-02,Debt consolidation,,18.41%,611xx,IL,6 years,0
20000,2019-01-02,Other,,6.39%,481xx,MI,< 1 year,0
6000,2019-01-02,Debt consolidation,,17.06%,212xx,MD,< 1 year,0
19225,2019-01-02,Car financing,,100%,734xx,OK,< 1 year,0
10000,2019-01-02,Credit card refinancing,,21.09%,190xx,PA,< 1 year,0
30000,2019-01-02,Major purchase,,282.16%,782xx,TX,< 1 year,0
20000,2019-01-02,Debt consolidation,,27.49%,276xx,NC,< 1 year,0
1000,2019-01-02,Debt consolidation,,58.39%,378xx,TN,1 year,0
10000,2019-01-02,Credit card refinancing,,13.5%,402xx,KY,< 1 year,0
40000,2019-01-02,Other,,53.68%,544xx,WI,< 1 year,0
20000,2019-01-02,Debt consolidation,,19.51%,605xx,IL,< 1 year,0
13000,2019-01-02,Debt consolidation,,28.1%,618xx,IL,< 1 year,0
20000,2019-01-02,Debt consolidation,,20.57%,322xx,FL,5 years,2
2500,2019-01-02,Debt consolidation,,15.66%,780xx,TX,2 years,0
7500,2019-01-02,Credit card refinancing,,8.49%,115xx,NY,< 1 year,0
3000,2019-01-02,Debt consolidation,,19.42%,232xx,VA,< 1 year,0
3500,2019-01-02,Debt consolidation,,7.24%,992xx,WA,< 1 year,0
25000,2019-01-02,Debt consolidation,,6.24%,070xx,NJ,< 1 year,0
40000,2019-01-02,Debt consolidation,,100%,751xx,TX,< 1 year,0
37000,2019-01-02,Debt consolidation,,19.25%,125xx,NY,< 1 year,0
34150,2019-01-02,Debt consolidation,,26.03%,546xx,WI,< 1 year,0
2500,2019-01-02,Other,603,1.47%,114xx,NY,n/a,0
25000,2019-01-02,Debt consolidation,,34.27%,488xx,MI,< 1 year,0
25000,2019-01-02,Credit card refinancing,,56.7%,484xx,MI,< 1 year,0
19000,2019-01-02,Other,,0.46%,221xx,VA,< 1 year,0
10000,2019-01-02,Major purchase,,7.42%,068xx,CT,< 1 year,0
20400,2019-01-02,Car financing,,100%,701xx,LA,7 years,0
1000,2019-01-02,Debt consolidation,,25.75%,800xx,CO,2 years,0
5000,2019-01-02,Credit card refinancing,,31.19%,060xx,CT,< 1 year,0
35100,2019-01-02,Debt consolidation,,29.44%,609xx,IL,< 1 year,0
7500,2019-01-02,Debt consolidation,,30.89%,448xx,OH,< 1 year,0
40000,2019-01-02,Home buying,,10.34%,337xx,FL,< 1 year,0
12000,2019-01-02,Debt consolidation,,18.54%,431xx,OH,< 1 year,0
7000,2019-01-02,Other,,4.87%,270xx,NC,< 1 year,0
2500,2019-01-02,Debt consolidation,,12.51%,780xx,TX,5 years,0
35000,2019-01-02,Debt consolidation,,38.41%,801xx,CO,< 1 year,0
5000,2019-01-02,Medical expenses,,20.91%,949xx,CA,< 1 year,0
1000,2019-01-02,Credit card refinancing,,26.35%,085xx,NJ,< 1 year,0
15000,2019-01-02,Debt consolidation,,53.86%,787xx,TX,< 1 year,0
30000,2019-01-02,Debt consolidation,,28.76%,852xx,AZ,< 1 year,0
20000,2019-01-02,Credit card refinancing,610,26.78%,040xx,ME,< 1 year,0
16500,2019-01-02,Other,,19.39%,330xx,FL,< 1 year,0
5000,2019-01-02,Home improvement,,15.64%,880xx,NM,< 1 year,0
20000,2019-01-02,Debt consolidation,,50.87%,278xx,NC,< 1 year,0
20000,2019-01-02,Debt consolidation,,13.82%,223xx,VA,< 1 year,0
9000,2019-01-02,Other,,18.27%,809xx,CO,< 1 year,0
10000,2019-01-02,Home buying,,15.93%,191xx,PA,< 1 year,0
7000,2019-01-02,Home improvement,,57.75%,442xx,OH,< 1 year,0
10000,2019-01-02,Other,,311.57%,334xx,FL,< 1 year,0
7000,2019-01-02,Other,,4.47%,565xx,MN,< 1 year,0
15000,2019-01-02,Debt consolidation,,5.82%,088xx,NJ,< 1 year,0
12000,2019-01-02,Credit card refinancing,,35.66%,346xx,FL,< 1 year,0
5000,2019-01-02,Debt consolidation,,49.3%,945xx,CA,< 1 year,0
40000,2019-01-02,Home buying,,11.55%,322xx,FL,< 1 year,0
27000,2019-01-02,Debt consolidation,595,100%,378xx,TN,< 1 year,0
30000,2019-01-02,Credit card refinancing,,40.22%,534xx,WI,< 1 year,0
5000,2019-01-02,Debt consolidation,,26.68%,730xx,OK,< 1 year,0
15000,2019-01-02,Debt consolidation,,42.27%,482xx,MI,< 1 year,0
6000,2019-01-02,Debt consolidation,,33.53%,010xx,MA,< 1 year,0
20000,2019-01-02,Debt consolidation,,49.32%,191xx,PA,< 1 year,0
2000,2019-01-02,Medical expenses,,5.68%,731xx,OK,< 1 year,0
40000,2019-01-02,Business,,28.28%,193xx,PA,< 1 year,0
5000,2019-01-02,Other,,4.65%,907xx,CA,< 1 year,0
5000,2019-01-02,Debt consolidation,,25.37%,117xx,NY,< 1 year,0
10000,2019-01-02,Home improvement,,22.08%,060xx,CT,< 1 year,0
1000,2019-01-02,Debt consolidation,,1.37%,458xx,OH,1 year,0
25000,2019-01-02,Debt consolidation,,12.15%,021xx,MA,< 1 year,0
30000,2019-01-02,Debt consolidation,,37.48%,283xx,NC,< 1 year,0
40000,2019-01-02,Credit card refinancing,,19.89%,327xx,FL,< 1 year,0
6000,2019-01-02,Other,,12.91%,033xx,NH,< 1 year,0
7000,2019-01-02,Debt consolidation,,6.16%,735xx,OK,n/a,0
12250,2019-01-02,Car financing,,8.39%,920xx,CA,< 1 year,0
7000,2019-01-02,Debt consolidation,,17.62%,323xx,FL,< 1 year,0
24500,2019-01-02,Debt consolidation,,15.92%,330xx,FL,10+ years,0
10000,2019-01-02,Debt consolidation,,30.57%,420xx,KY,< 1 year,0
20000,2019-01-02,Debt consolidation,,28.61%,381xx,TN,< 1 year,0
5000,2019-01-02,Debt consolidation,,33.85%,462xx,IN,< 1 year,0
15000,2019-01-02,Home buying,,22.1%,730xx,OK,< 1 year,0
5000,2019-01-02,Credit card refinancing,,17.43%,764xx,TX,< 1 year,0
2500,2019-01-02,Debt consolidation,,100%,322xx,FL,1 year,0
10000,2019-01-02,Credit card refinancing,,11.34%,450xx,OH,< 1 year,0
10000,2019-01-02,Debt consolidation,,40.49%,851xx,AZ,< 1 year,0
15000,2019-01-02,Debt consolidation,,50.94%,802xx,CO,< 1 year,0
8000,2019-01-02,Debt consolidation,,26.57%,770xx,TX,< 1 year,0
4000,2019-01-02,Other,,15.88%,346xx,FL,< 1 year,0
10000,2019-01-02,Other,,22.91%,450xx,OH,< 1 year,0
23000,2019-01-02,Debt consolidation,,32.63%,070xx,NJ,< 1 year,0
35000,2019-01-02,Credit card refinancing,,16.48%,032xx,NH,< 1 year,0
13000,2019-01-02,Debt consolidation,,28.7%,291xx,SC,n/a,2
15000,2019-01-02,Debt consolidation,,70.91%,377xx,TN,< 1 year,0
2000,2019-01-02,Vacation,,25.67%,286xx,NC,< 1 year,0
6000,2019-01-02,Debt consolidation,,55.6%,134xx,NY,< 1 year,0
10000,2019-01-02,Credit card refinancing,,86.53%,761xx,TX,< 1 year,0
5000,2019-01-02,Debt consolidation,,1.7%,758xx,TX,< 1 year,0
35000,2019-01-02,Debt consolidation,,34.55%,199xx,DE,< 1 year,0
6000,2019-01-02,Debt consolidation,,42.92%,785xx,TX,< 1 year,0
2500,2019-01-02,Debt consolidation,,14.67%,922xx,CA,5 years,0
2000,2019-01-02,Debt consolidation,,100%,112xx,NY,< 1 year,0
10000,2019-01-02,Credit card refinancing,,19.08%,932xx,CA,< 1 year,0
10000,2019-01-02,Credit card refinancing,,33.33%,195xx,PA,< 1 year,0
2750,2019-01-02,Other,,100%,405xx,KY,< 1 year,0
18000,2019-01-02,Debt consolidation,,29.74%,400xx,KY,10+ years,2
10000,2019-01-02,Debt consolidation,,21.18%,130xx,NY,< 1 year,0
21000,2019-01-02,Debt consolidation,,27.54%,684xx,NE,< 1 year,0
10000,2019-01-02,Debt consolidation,,10.68%,301xx,GA,< 1 year,0
16000,2019-01-02,Credit card refinancing,,38.69%,282xx,NC,< 1 year,0
4000,2019-01-02,Medical expenses,,54.32%,061xx,CT,< 1 year,0
3000,2019-01-02,Major purchase,,100%,302xx,GA,< 1 year,0
8000,2019-01-02,Other,,34.31%,481xx,MI,< 1 year,0
10000,2019-01-02,Credit card refinancing,,32.7%,208xx,MD,< 1 year,0
20000,2019-01-02,Debt consolidation,,18.75%,601xx,IL,< 1 year,0
6175,2019-01-02,Car financing,,100%,349xx,FL,< 1 year,0
1200,2019-01-02,Other,624,100%,687xx,NE,< 1 year,0
20000,2019-01-02,Other,,24.41%,390xx,MS,< 1 year,0
5000,2019-01-02,Home buying,,55.42%,138xx,NY,< 1 year,0
1000,2019-01-02,Credit card refinancing,,27.9%,945xx,CA,< 1 year,0
34500,2019-01-02,Other,,0.18%,283xx,NC,n/a,0
5000,2019-01-02,Medical expenses,,14.37%,479xx,IN,< 1 year,0
1000,2019-01-02,Home buying,,0%,225xx,VA,< 1 year,0
18000,2019-01-02,Debt consolidation,,64.94%,212xx,MD,< 1 year,0
6000,2019-01-02,Debt consolidation,,15.74%,773xx,TX,< 1 year,0
10000,2019-01-02,Debt consolidation,,21.55%,773xx,TX,< 1 year,0
2000,2019-01-02,Major purchase,,1.5%,770xx,TX,< 1 year,0
18000,2019-01-02,Debt consolidation,,31.69%,140xx,NY,n/a,0
7500,2019-01-02,Debt consolidation,,23.97%,945xx,CA,< 1 year,0
15000,2019-01-02,Debt consolidation,,18.46%,140xx,NY,< 1 year,0
4000,2019-01-02,Medical expenses,,15.6%,980xx,WA,< 1 year,0
1000,2019-01-02,Other,,5.5%,700xx,LA,5 years,0
7425,2019-01-02,Car financing,,100%,770xx,TX,< 1 year,0
35000,2019-01-02,Debt consolidation,,10.37%,917xx,CA,< 1 year,0
10000,2019-01-02,Debt consolidation,,28.05%,458xx,OH,< 1 year,0
40000,2019-01-02,Debt consolidation,,22.31%,774xx,TX,< 1 year,0
1100,2019-01-02,Other,,12.58%,450xx,OH,10+ years,0
15000,2019-01-02,Credit card refinancing,,15.44%,945xx,CA,< 1 year,0
29425,2019-01-02,Car financing,,100%,171xx,PA,2 years,0
10000,2019-01-02,Debt consolidation,,33.14%,358xx,AL,< 1 year,0
18500,2019-01-02,Debt consolidation,,55.44%,553xx,MN,< 1 year,0
9500,2019-01-02,Debt consolidation,,18.9%,920xx,CA,< 1 year,0
1000,2019-01-02,Medical expenses,,29.29%,836xx,ID,< 1 year,0
6500,2019-01-02,Credit card refinancing,,16.54%,061xx,CT,3 years,2
7500,2019-01-02,Other,,56.25%,448xx,OH,< 1 year,0
7000,2019-01-02,Credit card refinancing,,18.63%,321xx,FL,< 1 year,0
20000,2019-01-02,Debt consolidation,,330.08%,722xx,AR,< 1 year,0
40000,2019-01-02,Debt consolidation,,128.93%,245xx,VA,< 1 year,0
5000,2019-01-02,Other,,13.97%,586xx,ND,< 1 year,0
30000,2019-01-02,Debt consolidation,,25.22%,347xx,FL,< 1 year,0
11000,2019-01-02,Debt consolidation,,100%,700xx,LA,< 1 year,0
11000,2019-01-02,Debt consolidation,,30.97%,606xx,IL,< 1 year,0
35500,2019-01-02,Debt consolidation,,29.33%,130xx,NY,< 1 year,0
2000,2019-01-02,Moving and relocation,,31.29%,245xx,VA,< 1 year,0
25000,2019-01-02,Debt consolidation,,47.98%,142xx,NY,< 1 year,0
5000,2019-01-02,Credit card refinancing,,44.3%,378xx,TN,< 1 year,0
1000,2019-01-02,Business,,100%,750xx,TX,< 1 year,0
2500,2019-01-02,Debt consolidation,,1.58%,923xx,CA,4 years,0
3500,2019-01-02,Other,,18.27%,864xx,AZ,n/a,0
10000,2019-01-02,Debt consolidation,,18.76%,760xx,TX,< 1 year,0
16000,2019-01-02,Debt consolidation,,31.46%,799xx,TX,< 1 year,0
5000,2019-01-02,Major purchase,,5.69%,293xx,SC,< 1 year,0
22500,2019-01-02,Debt consolidation,,20.72%,462xx,IN,< 1 year,0
2500,2019-01-02,Home buying,,37.7%,302xx,GA,1 year,0
8000,2019-01-02,Medical expenses,,17.29%,410xx,KY,< 1 year,0
2500,2019-01-02,Medical expenses,,28.6%,605xx,IL,< 1 year,0
5000,2019-01-02,Debt consolidation,,17.67%,338xx,FL,< 1 year,0
27500,2019-01-02,Credit card refinancing,,32%,290xx,SC,< 1 year,0
28000,2019-01-02,Debt consolidation,,13.42%,211xx,MD,< 1 year,0
2000,2019-01-02,Major purchase,,6.38%,452xx,OH,< 1 year,0
1000,2019-01-02,Other,,1.1%,381xx,TN,5 years,0
3500,2019-01-02,Debt consolidation,,16.12%,495xx,MI,< 1 year,0
5000,2019-01-02,Major purchase,,100%,356xx,AL,< 1 year,0
15000,2019-01-02,Debt consolidation,,31.49%,119xx,NY,< 1 year,0
7000,2019-01-02,Debt consolidation,,11.19%,330xx,FL,< 1 year,0
15000,2019-01-02,Other,,21.78%,190xx,PA,< 1 year,0
14000,2019-01-02,Debt consolidation,,51.93%,301xx,GA,n/a,0
5000,2019-01-02,Other,,37.22%,278xx,NC,< 1 year,0
20000,2019-01-02,Business Loan,,-1%,544xx,TX,< 1 year,0
1000,2019-01-02,Debt consolidation,,0%,034xx,NH,1 year,0
1500,2019-01-02,Home improvement,,100%,040xx,ME,< 1 year,0
40000,2019-01-02,Business,,35.45%,587xx,ND,< 1 year,0
17000,2019-01-02,Debt consolidation,,5.39%,104xx,NY,< 1 year,0
3000,2019-01-02,Debt consolidation,,50.19%,070xx,NJ,< 1 year,0
25000,2019-01-02,Debt consolidation,,31.45%,925xx,CA,< 1 year,0
15000,2019-01-02,Credit card refinancing,,24.57%,081xx,NJ,< 1 year,0
4100,2019-01-02,Credit card refinancing,,32.25%,338xx,FL,< 1 year,0
33000,2019-01-02,Debt consolidation,,32.87%,907xx,CA,< 1 year,0
40000,2019-01-02,Debt consolidation,,38.78%,229xx,VA,< 1 year,0
1000,2019-01-02,Other,,3.62%,782xx,TX,5 years,0
25000,2019-01-02,Credit card refinancing,,43.99%,335xx,FL,< 1 year,0
10000,2019-01-02,Car financing,,11.16%,701xx,LA,5 years,0
3000,2019-01-02,Medical expenses,,1.99%,282xx,NC,< 1 year,0
25000,2019-01-02,Credit card refinancing,,22.15%,380xx,TN,< 1 year,0
1000,2019-01-02,Debt consolidation,,26.8%,496xx,MI,1 year,0
25000,2019-01-02,Debt consolidation,,12.65%,600xx,IL,< 1 year,0
3000,2019-01-02,Credit card refinancing,,19.22%,460xx,IN,< 1 year,0
1000,2019-01-02,Debt consolidation,,13.37%,801xx,CO,3 years,0
32000,2019-01-02,Debt consolidation,,11.53%,070xx,NJ,< 1 year,0
1000,2019-01-02,Other,,9.3%,292xx,SC,1 year,0
20000,2019-01-02,Credit card refinancing,,503.9%,953xx,CA,< 1 year,0
15000,2019-01-02,Debt consolidation,,13.32%,190xx,PA,< 1 year,0
9000,2019-01-02,Credit card refinancing,,63.82%,604xx,IL,< 1 year,0
9500,2019-01-02,Major purchase,,14.36%,319xx,GA,< 1 year,0
14000,2019-01-02,Other,,100%,060xx,CA,< 1 year,0
5000,2019-01-02,Debt consolidation,,13.58%,330xx,FL,< 1 year,0
10000,2019-01-02,Other,,13.54%,290xx,SC,< 1 year,0
6375,2019-01-02,Car financing,,100%,452xx,OH,< 1 year,0
40000,2019-01-02,Debt consolidation,,20.84%,117xx,NY,< 1 year,0
5000,2019-01-02,Home improvement,,37.61%,329xx,FL,< 1 year,0
10000,2019-01-02,Credit card refinancing,,202.7%,756xx,TX,< 1 year,0
30000,2019-01-02,Debt consolidation,,29.95%,781xx,TX,< 1 year,0
10000,2019-01-02,Debt consolidation,,13.49%,925xx,CA,< 1 year,0
5500,2019-01-02,Other,,0%,279xx,NC,n/a,0
1500,2019-01-02,Other,,4.05%,462xx,IN,< 1 year,0
15000,2019-01-02,Other,,5.92%,840xx,UT,< 1 year,0
15000,2019-01-02,Debt consolidation,,22.11%,601xx,IL,< 1 year,0
1500,2019-01-02,Debt consolidation,,18%,395xx,MS,< 1 year,0
30000,2019-01-02,Debt consolidation,,21.51%,140xx,NY,< 1 year,0
